Sample_name,Species,Lake,Sampling_Year,BioProject,BioSample,Organism,sex
Xil_sag_d_lim_07710,Amphilophus sagittae,CL Xiloá,2014,PRJEB38173,SAMEA6816040,Amphilophus_citrinellus,missing
Xil_sag_d_lim_07785,Amphilophus sagittae,CL Xiloá,2014,PRJEB38173,SAMEA6816041,Amphilophus_citrinellus,missing
Xil_sag_d_lim_13008,Amphilophus sagittae,CL Xiloá,2010,PRJEB38173,SAMEA6816042,Amphilophus_citrinellus,missing
Xil_sag_d_lim_13032,Amphilophus sagittae,CL Xiloá,2010,PRJEB38173,SAMEA6816043,Amphilophus_citrinellus,missing
Xil_sag_d_lim_13065,Amphilophus sagittae,CL Xiloá,2010,PRJEB38173,SAMEA6816044,Amphilophus_citrinellus,missing
Xil_sag_d_lim_13066,Amphilophus sagittae,CL Xiloá,2010,PRJEB38173,SAMEA6816045,Amphilophus_citrinellus,missing
Xil_sag_d_lim_13067,Amphilophus sagittae,CL Xiloá,2010,PRJEB38173,SAMEA6816046,Amphilophus_citrinellus,missing
Xil_sag_d_lim_13070,Amphilophus sagittae,CL Xiloá,2010,PRJEB38173,SAMEA6816047,Amphilophus_citrinellus,missing
Xil_sag_d_lim_13166,Amphilophus sagittae,CL Xiloá,2010,PRJEB38173,SAMEA6816048,Amphilophus_citrinellus,missing
Xil_sag_d_lim_13173,Amphilophus sagittae,CL Xiloá,2010,PRJEB38173,SAMEA6816049,Amphilophus_citrinellus,missing
Xil_sag_d_lim_17976,Amphilophus sagittae,CL Xiloá,2015,PRJEB38173,SAMEA6816050,Amphilophus_citrinellus,missing
Xil_sag_d_lim_19498,Amphilophus sagittae,CL Xiloá,2015,PRJEB38173,SAMEA6816051,Amphilophus_citrinellus,missing
Xil_sag_g_lim_07709,Amphilophus sagittae,CL Xiloá,2014,PRJEB38173,SAMEA6816052,Amphilophus_citrinellus,missing
Xil_sag_g_lim_07786,Amphilophus sagittae,CL Xiloá,2014,PRJEB38173,SAMEA6816053,Amphilophus_citrinellus,missing
Xil_sag_g_lim_13137,Amphilophus sagittae,CL Xiloá,2010,PRJEB38173,SAMEA6816054,Amphilophus_citrinellus,missing
Xil_sag_g_lim_17980,Amphilophus sagittae,CL Xiloá,2015,PRJEB38173,SAMEA6816055,Amphilophus_citrinellus,missing
Xil_vir_d_ben_00539,Amphilophus spp. (hybrid),CL Xiloá,2007,PRJEB38173,SAMEA6816056,Amphilophus_citrinellus,missing
Xil_vir_d_ben_00877,Amphilophus viridis,CL Xiloá,2007,PRJEB38173,SAMEA6816057,Amphilophus_citrinellus,missing
Xil_vir_d_ben_01247,Amphilophus viridis,CL Xiloá,2007,PRJEB38173,SAMEA6816058,Amphilophus_citrinellus,missing
Xil_vir_d_ben_01254,Amphilophus viridis,CL Xiloá,2007,PRJEB38173,SAMEA6816059,Amphilophus_citrinellus,missing
Xil_vir_d_ben_01263,Amphilophus viridis,CL Xiloá,2007,PRJEB38173,SAMEA6816060,Amphilophus_citrinellus,missing
Xil_vir_d_ben_13014,Amphilophus viridis,CL Xiloá,2010,PRJEB38173,SAMEA6816061,Amphilophus_citrinellus,missing
Xil_vir_d_ben_13016,Amphilophus viridis,CL Xiloá,2010,PRJEB38173,SAMEA6816062,Amphilophus_citrinellus,missing
Xil_vir_d_ben_13051,Amphilophus viridis,CL Xiloá,2010,PRJEB38173,SAMEA6816063,Amphilophus_citrinellus,missing
Xil_vir_d_ben_13075,Amphilophus viridis,CL Xiloá,2010,PRJEB38173,SAMEA6816064,Amphilophus_citrinellus,missing
Xil_vir_d_ben_13076,Amphilophus viridis,CL Xiloá,2010,PRJEB38173,SAMEA6816065,Amphilophus_citrinellus,missing
Xil_vir_d_ben_13079,Amphilophus viridis,CL Xiloá,2010,PRJEB38173,SAMEA6816066,Amphilophus_citrinellus,missing
Xil_vir_d_ben_13080,Amphilophus viridis,CL Xiloá,2010,PRJEB38173,SAMEA6816067,Amphilophus_citrinellus,missing
Xil_vir_d_ben_13109,Amphilophus viridis,CL Xiloá,2010,PRJEB38173,SAMEA6816068,Amphilophus_citrinellus,missing
Xil_vir_d_ben_13178,Amphilophus viridis,CL Xiloá,2010,PRJEB38173,SAMEA6816069,Amphilophus_citrinellus,missing
Xil_vir_d_ben_13180,Amphilophus viridis,CL Xiloá,2010,PRJEB38173,SAMEA6816070,Amphilophus_citrinellus,missing
Xil_vir_d_ben_19317,Amphilophus spp. (hybrid),CL Xiloá,2015,PRJEB38173,SAMEA6816071,Amphilophus_citrinellus,missing
Xil_vir_d_ben_19319,Amphilophus viridis,CL Xiloá,2015,PRJEB38173,SAMEA6816072,Amphilophus_citrinellus,missing
Xil_vir_d_ben_19323,Amphilophus viridis,CL Xiloá,2015,PRJEB38173,SAMEA6816073,Amphilophus_citrinellus,missing
Xil_vir_d_ben_19494,Amphilophus viridis,CL Xiloá,2015,PRJEB38173,SAMEA6816074,Amphilophus_citrinellus,missing
Xil_xil_d_ben_00870,Amphilophus spp. (hybrid),CL Xiloá,2007,PRJEB38173,SAMEA6816075,Amphilophus_citrinellus,missing
Xil_xil_d_ben_00872,Amphilophus xiloaensis,CL Xiloá,2007,PRJEB38173,SAMEA6816076,Amphilophus_citrinellus,missing
Xil_xil_d_ben_00874,Amphilophus xiloaensis,CL Xiloá,2007,PRJEB38173,SAMEA6816077,Amphilophus_citrinellus,missing
Xil_xil_d_ben_00880,Amphilophus xiloaensis,CL Xiloá,2007,PRJEB38173,SAMEA6816078,Amphilophus_citrinellus,missing
Xil_xil_d_ben_00881,Amphilophus spp. (hybrid),CL Xiloá,2007,PRJEB38173,SAMEA6816079,Amphilophus_citrinellus,missing
Xil_xil_d_ben_00902,Amphilophus spp. (hybrid),CL Xiloá,2007,PRJEB38173,SAMEA6816080,Amphilophus_citrinellus,missing
Xil_xil_d_ben_00915,Amphilophus spp. (hybrid),CL Xiloá,2007,PRJEB38173,SAMEA6816081,Amphilophus_citrinellus,missing
Xil_xil_d_ben_07648,Amphilophus spp. (hybrid),CL Xiloá,2014,PRJEB38173,SAMEA6816082,Amphilophus_citrinellus,missing
Xil_xil_d_ben_07653,Amphilophus spp. (hybrid),CL Xiloá,2014,PRJEB38173,SAMEA6816083,Amphilophus_citrinellus,missing
Xil_xil_d_ben_07656,Amphilophus spp. (hybrid),CL Xiloá,2014,PRJEB38173,SAMEA6816084,Amphilophus_citrinellus,missing
Xil_xil_d_ben_13034,Amphilophus sagittae,CL Xiloá,2010,PRJEB38173,SAMEA6816085,Amphilophus_citrinellus,missing
Xil_xil_d_ben_13113,Amphilophus spp. (hybrid),CL Xiloá,2010,PRJEB38173,SAMEA6816086,Amphilophus_citrinellus,missing
Xil_xil_d_ben_13152,Amphilophus xiloaensis,CL Xiloá,2010,PRJEB38173,SAMEA6816087,Amphilophus_citrinellus,missing
Xil_xil_d_ben_13275,Amphilophus spp. (hybrid),CL Xiloá,2010,PRJEB38173,SAMEA6816088,Amphilophus_citrinellus,missing
Xil_xil_d_ben_13426,Amphilophus spp. (hybrid),CL Xiloá,2010,PRJEB38173,SAMEA6816089,Amphilophus_citrinellus,missing
Xil_xil_d_ben_13446,Amphilophus sagittae,CL Xiloá,2010,PRJEB38173,SAMEA6816090,Amphilophus_citrinellus,missing
Xil_xil_d_ben_17975,Amphilophus xiloaensis,CL Xiloá,2015,PRJEB38173,SAMEA6816091,Amphilophus_citrinellus,missing
Xil_xil_d_ben_19484,Amphilophus sagittae,CL Xiloá,2015,PRJEB38173,SAMEA6816092,Amphilophus_citrinellus,missing
Xil_xil_d_ben_19493,Amphilophus sagittae,CL Xiloá,2015,PRJEB38173,SAMEA6816093,Amphilophus_citrinellus,missing
Xil_xil_d_ben_19501,Amphilophus xiloaensis,CL Xiloá,2015,PRJEB38173,SAMEA6816094,Amphilophus_citrinellus,missing
Xil_xil_g_ben_00869,Amphilophus xiloaensis,CL Xiloá,2007,PRJEB38173,SAMEA6816095,Amphilophus_citrinellus,missing
Xil_xil_g_ben_00871,Amphilophus xiloaensis,CL Xiloá,2007,PRJEB38173,SAMEA6816096,Amphilophus_citrinellus,missing
Xil_xil_g_ben_00873,Amphilophus xiloaensis,CL Xiloá,2007,PRJEB38173,SAMEA6816097,Amphilophus_citrinellus,missing
Xil_xil_g_ben_00875,Amphilophus xiloaensis,CL Xiloá,2007,PRJEB38173,SAMEA6816098,Amphilophus_citrinellus,missing
Xil_xil_g_ben_01239,Amphilophus xiloaensis,CL Xiloá,2007,PRJEB38173,SAMEA6816099,Amphilophus_citrinellus,missing
Xil_xil_g_ben_03841,Amphilophus xiloaensis,CL Xiloá,2003,PRJEB38173,SAMEA6816100,Amphilophus_citrinellus,missing
Xil_xil_g_ben_13154,Amphilophus xiloaensis,CL Xiloá,2010,PRJEB38173,SAMEA6816101,Amphilophus_citrinellus,missing
Xil_xil_g_ben_13262,Amphilophus xiloaensis,CL Xiloá,2010,PRJEB38173,SAMEA6816102,Amphilophus_citrinellus,missing
Xil_xil_g_ben_13408,Amphilophus xiloaensis,CL Xiloá,2010,PRJEB38173,SAMEA6816103,Amphilophus_citrinellus,missing
Xil_xil_g_ben_13413,Amphilophus xiloaensis,CL Xiloá,2010,PRJEB38173,SAMEA6816104,Amphilophus_citrinellus,missing
Xil_xil_g_ben_17981,Amphilophus sagittae,CL Xiloá,2015,PRJEB38173,SAMEA6816105,Amphilophus_citrinellus,missing
Xil_xil_g_ben_19488,Amphilophus sagittae,CL Xiloá,2015,PRJEB38173,SAMEA6816106,Amphilophus_citrinellus,missing
