BioProject,BioSample,Organism,sex,Submitter_ID,Continent,Country,Locality,refGenome,refSpecies
PRJNA616371,SAMN14488513,Sylvia_atricapilla,male,9042,Europe,Germany,Freiburg; Mooswald  (breeding),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488511,Sylvia_atricapilla,male,9078,Europe,Germany,Freiburg; Mooswald  (breeding),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488457,Sylvia_atricapilla,male,1N23590,Africa,Canary Islands / La Palma,Aerogeneradores de Mazo,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488510,Sylvia_atricapilla,male,9201,Europe,Germany,Freiburg; Mooswald  (breeding),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488509,Sylvia_atricapilla,male,bcUK,Europe,United Kingdom,Oxford (wintering),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488508,Sylvia_atricapilla,male,BRN05,Europe,United Kingdom,Brean (wintering),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488507,Sylvia_atricapilla,male,BRN10,Europe,United Kingdom,Brean (wintering),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488506,Sylvia_atricapilla,male,EN08,Europe,United Kingdom,Brean (wintering),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488505,Sylvia_atricapilla,male,EN01,Europe,United Kingdom,Plymouth (wintering),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488504,Sylvia_atricapilla,male,DU08,Europe,Ireland,Dublin (wintering),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488503,Sylvia_atricapilla,male,9175,Europe,Germany,Freiburg; Mooswald  (breeding),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488502,Sylvia_atricapilla,male,9030,Europe,Germany,Freiburg; Mooswald  (breeding),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488501,Sylvia_atricapilla,male,9033,Europe,Germany,Freiburg; Mooswald  (breeding),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488456,Sylvia_atricapilla,male,1N23588,Africa,Canary Islands / La Palma,Aerogeneradores de Mazo,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488500,Sylvia_atricapilla,male,9029,Europe,Germany,Freiburg; Mooswald  (breeding),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488499,Sylvia_atricapilla,male,9034,Europe,Germany,Freiburg; Mooswald  (breeding),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488498,Sylvia_atricapilla,male,UCM114,Europe,Spain,Guadarrama,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488497,Sylvia_atricapilla,male,UCM139,Europe,Spain,Guadarrama,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488496,Sylvia_atricapilla,male,UCM137,Europe,Spain,Guadarrama,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488495,Sylvia_atricapilla,male,UCM123,Europe,Spain,Guadarrama,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488494,Sylvia_atricapilla,male,UCM117,Europe,Spain,Guadarrama,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488492,Sylvia_atricapilla,male,UCM097,Europe,Spain,Alava,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488491,Sylvia_atricapilla,male,UCM096,Europe,Spain,Alava,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488455,Sylvia_atricapilla,male,A270598,Europe,Azores / Terceira,Malha Verde,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488490,Sylvia_atricapilla,male,UCM095,Europe,Spain,Alava,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488489,Sylvia_atricapilla,male,UCM094,Europe,Spain,Alava,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488487,Sylvia_atricapilla,male,1206,Africa,Morocco,Asni,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488486,Sylvia_atricapilla,male,1204,Africa,Morocco,Asni,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488485,Sylvia_atricapilla,male,UCM160,Europe,Spain,Cazalla de la Sierra,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488484,Sylvia_atricapilla,male,UCM155,Europe,Spain,Cazalla de la Sierra,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488483,Sylvia_atricapilla,male,UCM154,Europe,Spain,Cazalla de la Sierra,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488482,Sylvia_atricapilla,male,UCM153,Europe,Spain,Cazalla de la Sierra,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488481,Sylvia_atricapilla,male,UCM151,Europe,Spain,Cazalla de la Sierra,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488454,Sylvia_atricapilla,male,A270591,Europe,Azores / Terceira,Malha Verde,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488480,Sylvia_atricapilla,male,UCM150,Europe,Spain,Cazalla de la Sierra,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488479,Sylvia_atricapilla,male,UCM149,Europe,Spain,Cazalla de la Sierra,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488478,Sylvia_atricapilla,male,UCM148,Europe,Spain,Cazalla de la Sierra,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488477,Sylvia_atricapilla,male,UCM145,Europe,Spain,Cazalla de la Sierra,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488476,Sylvia_atricapilla,male,UCM143,Europe,Spain,Cazalla de la Sierra,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488475,Sylvia_atricapilla,male,UCM084,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488474,Sylvia_atricapilla,male,UCM083,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488473,Sylvia_atricapilla,male,UCM081,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488472,Sylvia_atricapilla,male,UCM077,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488471,Sylvia_atricapilla,male,UCM076,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488453,Sylvia_atricapilla,male,A270589,Europe,Azores / Terceira,Malha Verde,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488470,Sylvia_atricapilla,male,UCM075,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488469,Sylvia_atricapilla,male,UCM071,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488468,Sylvia_atricapilla,male,UCM067,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488467,Sylvia_atricapilla,male,UCM066,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488465,Sylvia_atricapilla,male,CAVE27,Africa,Cape Verde,Santiago,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488464,Sylvia_atricapilla,male,CAVE22,Africa,Cape Verde,Santiago,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488463,Sylvia_atricapilla,male,CAVE13,Africa,Cape Verde,Fogo,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488462,Sylvia_atricapilla,male,CAVE9,Africa,Cape Verde,Santiago,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488560,Sylvia_atricapilla,male,20116312,Europe,Sweden,"Leksand, Dalarna (on migration)",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488559,Sylvia_atricapilla,male,20116265,Europe,Sweden,"Akersberga, Stockholm (on migration)",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488558,Sylvia_atricapilla,male,20166915,Europe,Sweden,Tovetorp (on migration),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488557,Sylvia_atricapilla,male,20166913,Europe,Sweden,Tovetorp (on migration),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488556,Sylvia_atricapilla,male,20166912,Europe,Sweden,"Ìãlviken, NynÌ_shamm (on migration)",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488555,Sylvia_atricapilla,male,UCM046,Europe,Sweden,"Lund, Krankesjon",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488554,Sylvia_atricapilla,male,UCM049,Europe,Sweden,"Lund, Krankesjon",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488553,Sylvia_atricapilla,male,UCM048,Europe,Sweden,"Lund, Krankesjon",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488552,Sylvia_atricapilla,male,TO12756,Europe,Austria,Vienna,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488550,Sylvia_atricapilla,male,TO12755,Europe,Austria,Vienna,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488549,Sylvia_atricapilla,male,UCM009,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488548,Sylvia_atricapilla,male,UCM003,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488547,Sylvia_atricapilla,male,UCM010,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488546,Sylvia_atricapilla,male,UCM008,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488545,Sylvia_atricapilla,male,UCM007,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488543,Sylvia_atricapilla,male,UCM001,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488542,Sylvia_atricapilla,male,9350,Europe,Poland,Bialowieza,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488551,Sylvia_atricapilla,male,TO12753,Europe,Austria,Vienna,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488461,Sylvia_atricapilla,male,CAVE7,Africa,Cape Verde,Santiago,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488452,Sylvia_atricapilla,male,A270584,Europe,Azores / Terceira,Malha Verde,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488451,Sylvia_atricapilla,male,A270577,Europe,Azores / Terceira,Malha Verde,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488493,Sylvia_atricapilla,male,UCM099,Europe,Spain,Alava,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488460,Sylvia_atricapilla,male,2N96596,Africa,Canary Islands / La Palma,Sauceda,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488488,Sylvia_atricapilla,male,1219,Africa,Morocco,Asni,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488544,Sylvia_atricapilla,male,UCM005,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488466,Sylvia_atricapilla,male,UCM064,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488521,Sylvia_atricapilla,male,9244,Europe,Germany,Freiburg; Mooswald,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488512,Sylvia_atricapilla,male,9239,Europe,Germany,Freiburg; Mooswald  (breeding),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488540,Sylvia_atricapilla,male,9384,Europe,Poland,Bialowieza,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488568,Sylvia_abyssinica,male,4090,Africa,Kenya,Udzungwa Forest,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488567,Sylvia_abyssinica,male,4089,Africa,Kenya,Aberdare Mts,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488566,Sylvia_abyssinica,male,4088,Africa,Kenya,Aberdare Mts,GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488565,Sylvia_borin,male,GW09,Europe,Spain,Jaca (HU),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488564,Sylvia_borin,male,GW07,Europe,Spain,Jaca (HU),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488563,Sylvia_borin,male,GW04,Europe,Spain,Vilar de Barrio (OR),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488562,Sylvia_borin,male,GW03,Europe,Spain,Barrundia (VI),GCA_009819655.1,Sylvia_atricapilla
PRJNA616371,SAMN14488561,Sylvia_borin,male,GW01,Europe,Spain,Pradoluengo (BU),GCA_009819655.1,Sylvia_atricapilla
