Sample	Total_Reads	Percent_mapped	Num_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	NumReadsPassingFilters
SAMEA3637995 	 209732647 	 99.07 	 2123910 	 86.01 	 0.9403398894068088 	 208655392
SAMEA3638014 	 213543457 	 99.15 	 2311653 	 90.00 	 0.9521421815240195 	 212625468
SAMEA3638003 	 216115202 	 98.92 	 3656508 	 86.86 	 0.9490757322405583 	 214159740
SAMEA3638018 	 228781641 	 99.11 	 2776281 	 88.32 	 0.942735158837645 	 227744308
SAMEA3638004 	 264104155 	 99.08 	 40107475 	 85.04 	 0.9494828878014816 	 260424288
SAMEA3637993 	 261867352 	 99.07 	 26108103 	 79.34 	 0.9591795997899828 	 260502824
SAMEA3637992 	 168358694 	 98.99 	 3698969 	 88.69 	 0.9564372348924969 	 167398386
SAMEA3637997 	 110204299 	 98.73 	 6331993 	 80.73 	 0.9248114609255184 	 109027144
SAMEA3637996 	 154929888 	 99.03 	 4458180 	 84.81 	 0.9514665735467568 	 153618950
SAMEA3637988 	 122787580 	 99.01 	 2353763 	 87.95 	 0.9719457355331732 	 122149014
SAMEA3637991 	 203216240 	 98.42 	 2496752 	 84.87 	 0.9602645911272613 	 201874274
SAMEA3637994 	 223351750 	 99.10 	 13659776 	 86.54 	 0.9532790365454811 	 222202884
SAMEA3638027 	 186733315 	 98.97 	 1471935 	 69.67 	 0.9448161927691957 	 185160240
SAMEA3638057 	 209707190 	 99.12 	 32068159 	 69.43 	 0.9469273996135985 	 208369274
SAMEA3638023 	 202001486 	 99.03 	 2064404 	 79.23 	 0.9464151515721798 	 200956694
SAMEA3638063 	 224717809 	 98.95 	 50123293 	 81.40 	 0.9309038713998481 	 222828300
SAMEA3638048 	 146905131 	 98.97 	 1367292 	 85.92 	 0.9404362826309506 	 146135088
SAMEA3638053 	 185060670 	 98.92 	 1519553 	 85.26 	 0.9393851391659528 	 184106954
SAMEA3638059 	 166959240 	 99.04 	 1489098 	 87.69 	 0.9349102364482902 	 166011762
SAMEA3638067 	 140455419 	 98.71 	 4627393 	 82.48 	 0.9237376547635083 	 136328196
SAMEA3638024 	 185325362 	 98.92 	 1487040 	 85.80 	 0.9426281543440318 	 184281934
SAMEA3638038 	 243272341 	 99.04 	 11702223 	 88.00 	 0.9182895899869344 	 241555994
SAMEA3638031 	 230810870 	 99.05 	 11680318 	 88.90 	 0.9116403923395066 	 229414498
SAMEA3638045 	 270801878 	 99.11 	 14727772 	 86.47 	 0.9369489686560315 	 269451238
SAMEA3638025 	 236628268 	 99.03 	 10367900 	 87.78 	 0.9320079569248789 	 235517132
SAMEA3638054 	 202480684 	 99.01 	 15789042 	 82.34 	 0.8934437989144791 	 200998684
SAMEA3638041 	 184512114 	 98.99 	 9248507 	 81.71 	 0.9257912396776385 	 183471460
SAMEA3638033 	 172875959 	 98.95 	 1420156 	 77.74 	 0.922096254304726 	 171930488
SAMEA3638039 	 157515613 	 99.00 	 1372092 	 82.16 	 0.9441134892711266 	 156741848
SAMEA3638037 	 212836015 	 99.03 	 9243066 	 83.63 	 0.9435578110322955 	 211961540
SAMEA3638058 	 185621445 	 98.99 	 9318217 	 81.05 	 0.9109681678129726 	 184448564
SAMEA3638032 	 152213212 	 99.12 	 56151743 	 86.29 	 0.9308394964494824 	 151332700
SAMEA3638034 	 245720375 	 99.10 	 2288604 	 90.79 	 0.937894192535308 	 244665468
SAMEA3638029 	 221110775 	 99.11 	 2613574 	 89.63 	 0.9387114091373918 	 220055708
SAMEA3638062 	 162191560 	 99.15 	 32685242 	 89.87 	 0.9340374400979955 	 161091898
SAMEA3638066 	 154285100 	 99.09 	 2052274 	 90.34 	 0.9450685337784265 	 153373974
SAMEA3638035 	 195486556 	 99.14 	 12219229 	 92.27 	 0.9424226720830409 	 194539536
SAMEA3638044 	 238132699 	 99.05 	 15161550 	 86.24 	 0.9425398432438576 	 236892620
SAMEA3638051 	 221567212 	 99.18 	 1883728 	 86.00 	 0.9464715724808632 	 220669478
SAMEA3638046 	 206178037 	 99.03 	 2210882 	 81.02 	 0.9293973891416579 	 205059896
SAMEA3638055 	 242905027 	 99.08 	 13991604 	 88.64 	 0.9294258969029726 	 241709880
SAMEA3638026 	 231158309 	 99.03 	 2196873 	 88.97 	 0.9234027107461378 	 229976400
SAMEA3638060 	 184844206 	 99.05 	 12332697 	 78.04 	 0.9322514152742428 	 183754294
SAMEA3638022 	 44937875 	 99.96 	 5427 	 98.53 	 0.9615226243838464 	 44848294
SAMEA3638061 	 192935937 	 99.11 	 35684238 	 90.03 	 0.9407546376629455 	 191585380
SAMEA3638050 	 192936892 	 99.05 	 8582988 	 84.63 	 0.9354113189482933 	 191825830
SAMEA3638043 	 168550277 	 99.22 	 1241992 	 95.30 	 0.9577834012198456 	 167821754
SAMEA3638028 	 281598321 	 99.24 	 33517519 	 94.60 	 0.9548295321860543 	 280120958
SAMEA3638047 	 244489027 	 99.16 	 2246705 	 92.05 	 0.9393927491687827 	 243473622
SAMEA3638036 	 219247856 	 99.13 	 13360967 	 89.74 	 0.9304287075324829 	 218167396
SAMEA3638042 	 203122657 	 99.09 	 1771746 	 84.25 	 0.9169090253278904 	 202250632
SAMEA3638065 	 218488408 	 99.06 	 2145112 	 87.24 	 0.9289622693027774 	 217434854
SAMEA3638007 	 171723598 	 98.54 	 7640263 	 87.49 	 0.9338109114316773 	 169432144
SAMEA3638064 	 154842542 	 99.09 	 977288 	 85.35 	 0.9542019715911675 	 154191134
SAMEA3638030 	 173705503 	 98.85 	 1293288 	 71.65 	 0.9403156277174659 	 171397812
SAMEA3638015 	 206443611 	 99.15 	 1801197 	 85.95 	 0.9607051741830522 	 205579252
SAMEA3637989 	 197047984 	 99.11 	 12138563 	 86.29 	 0.9483503928330356 	 196056162
SAMEA3638006 	 216201733 	 99.14 	 31113401 	 85.64 	 0.9287159662248949 	 215273794
SAMEA3638052 	 165576405 	 99.08 	 2986593 	 94.09 	 0.9563754602412199 	 164633228
SAMEA3638056 	 172549275 	 99.04 	 1635807 	 89.52 	 0.9428615183610078 	 171674926
SAMEA3638010 	 192797532 	 99.10 	 3386401 	 91.84 	 0.9575564018177479 	 191888458
SAMEA3638049 	 137678748 	 98.69 	 4459902 	 80.01 	 0.9427607057723578 	 136219270
