BioSample,SampleName1,SampleName2,BioProject,Organism,sex,Submitter_Id,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
SAMEA2661325,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__29-sc-2016842,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2673519,0.0536946,23558941,4.86784,0.0277632,-0.0475087,-1.66684e-4,3.62794e-4,3.64072e-5,0.00109539,-0.00512595,2.17365e-4,3.0815e-4,-0.00111661,cluster_3,outgroup,NA
SAMEA2661307,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__11-sc-2016824,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2675434,0.0537331,23558795,5.89564,0.0278751,-0.0515037,-0.00167292,0.0012494,1.63532e-4,6.37426e-4,0.0104639,3.68228e-4,-2.64295e-4,2.72511e-5,cluster_3,outgroup,NA
SAMEA2661372,NA,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_olive__2-sc-2016889,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2678032,0.0537852,23558335,5.27465,0.0278876,-0.0501019,-9.6634e-4,0.00258386,5.69957e-4,0.00135588,0.00648349,8.71902e-5,2.12774e-4,-4.16782e-4,cluster_3,outgroup,NA
SAMEA2661350,Massoko benthic,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_benthic__18-sc-2016867,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2678204,0.0537887,23559041,5.44754,0.0281008,-0.0544365,-0.00149474,0.00111859,3.48208e-4,6.00245e-4,0.0149715,-4.71797e-4,7.7194e-4,9.75313e-4,cluster_3,outgroup,NA
SAMEA1904833,NA,NA,PRJEB1254,Astatotilapia_calliptera,missing,Astatotilapia_calliptera__offspring_mate_pair_-sc-2013-03-08T16:19:09Z-1581602,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2722742,0.0546832,16260397,3.47381,0.0232099,0.123924,0.250448,0.243975,0.0169188,0.035454,0.173017,8.39026e-4,0.00327214,-0.00125751,cluster_1,exclude,1
SAMEA2661324,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__28-sc-2016841,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2746158,0.0551535,23558708,4.65839,0.0277192,-0.046046,0.00116969,-4.03195e-4,-3.68607e-4,-7.01253e-4,-0.00791112,-1.50951e-4,-5.47179e-4,-1.60607e-4,cluster_3,outgroup,NA
SAMEA2661439,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__10-sc-2016968,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2765614,0.0555442,23553853,5.93698,0.0253343,0.118228,-0.104083,0.0062279,-0.00117229,-0.00167185,0.0286036,-3.0895e-4,3.28678e-4,-7.15646e-4,cluster_1,outgroup,2
SAMEA2661422,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_blue__8-sc-2016951,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2768714,0.0556065,23553661,6.07495,0.0254079,0.118391,-0.10566,0.00646448,3.01345e-4,-2.95757e-4,0.0317229,-5.43972e-5,-6.87889e-5,5.82257e-5,cluster_1,outgroup,NA
SAMEA2661309,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__13-sc-2016826,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2770904,0.0556505,23558627,5.77661,0.0279399,-0.0522832,-7.08809e-4,0.00136274,7.52755e-4,6.08736e-4,0.00719478,-3.7635e-4,7.64492e-5,6.09436e-5,cluster_3,outgroup,NA
SAMEA2661392,Massoko small,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_olive__11-sc-2016921,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2774130,0.0557153,23559077,4.88587,0.0280002,-0.0517597,-0.00161996,0.00118906,5.16743e-4,8.20589e-4,0.00758429,-1.95659e-4,1.22731e-4,-5.2546e-5,cluster_3,outgroup,NA
SAMEA2661308,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__12-sc-2016825,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2788313,0.0560001,23558494,5.98444,0.0278766,-0.0493355,-5.96315e-4,6.15135e-4,3.59023e-4,4.81016e-4,8.16743e-4,-4.19754e-5,5.10447e-5,-3.6162e-4,cluster_3,outgroup,NA
SAMEA2661423,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_blue__9-sc-2016952,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2800464,0.0562441,23554380,6.22216,0.025569,0.12027,-0.108515,0.00478481,-2.50671e-4,-3.90491e-5,0.0298697,-7.04917e-4,-3.42667e-4,0.00131166,cluster_1,outgroup,NA
SAMEA2661377,Massoko small,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_olive__7-sc-2016894,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2807128,0.056378,23559104,4.62633,0.0280432,-0.0546998,-0.00165467,0.00167497,3.15422e-4,1.32401e-4,0.0147929,1.43817e-4,4.7096e-4,1.4962e-4,cluster_3,outgroup,NA
SAMEA2661313,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__17-sc-2016830,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2807351,0.0563825,23559616,4.86587,0.0278112,-0.0460494,-0.00103832,9.24813e-4,5.38514e-4,0.00125556,-0.00299749,7.72939e-4,6.6318e-4,-2.70198e-4,cluster_3,outgroup,NA
SAMEA2661440,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__11-sc-2016969,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2810207,0.0564398,23553900,5.71961,0.0255577,0.118052,-0.105488,0.00697564,-5.12725e-4,-0.0017126,0.0274053,3.98637e-4,2.95879e-4,-3.85192e-4,cluster_1,outgroup,NA
SAMEA2661432,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__3-sc-2016961,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2812992,0.0564958,23553808,5.9721,0.0255951,0.119581,-0.108487,0.00552251,4.57546e-4,-6.91756e-4,0.032638,2.44451e-4,2.46053e-4,5.63292e-4,cluster_1,outgroup,NA
SAMEA2661393,Massoko small,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_olive__12-sc-2016922,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2827544,0.056788,23559038,4.57856,0.0279793,-0.0512013,-0.00160615,9.1162e-4,5.37952e-4,0.00151265,0.0109556,-3.20359e-4,-1.81961e-4,9.34593e-4,cluster_3,outgroup,NA
SAMEA2661450,NA,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_olive__26-sc-2016979,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2846411,0.0571669,23560405,6.75718,0.0280214,-0.0545492,-0.00170285,6.21524e-4,4.51008e-4,3.33121e-4,0.0158339,-4.32113e-4,3.97874e-4,8.31371e-4,cluster_3,outgroup,NA
SAMEA2661316,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__20-sc-2016833,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2848461,0.0572081,23559087,5.19641,0.0278719,-0.0503066,-9.19285e-4,-1.51798e-4,7.20737e-4,0.00219454,0.00538556,4.45318e-5,-3.28824e-4,-2.9823e-4,cluster_3,outgroup,NA
SAMEA2661306,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__10-sc-2016823,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2848560,0.0572101,23558701,5.95158,0.0278214,-0.0463705,4.00982e-4,2.7744e-4,4.13593e-4,7.6052e-4,-0.00363866,-4.45963e-5,3.47606e-4,-9.63142e-4,cluster_3,outgroup,NA
SAMEA2661449,NA,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_olive__25-sc-2016978,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2871687,0.0576746,23560500,6.25451,0.0279193,-0.0517495,-0.00130983,0.00114442,0.00113528,0.00120476,0.00895086,-5.12597e-4,9.96369e-4,3.71507e-4,cluster_3,outgroup,NA
SAMEA2661421,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_blue__7-sc-2016950,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2891143,0.0580653,23553247,5.51297,0.0255145,0.119241,-0.106799,0.00551501,-3.98181e-4,1.13657e-4,0.0307077,3.20551e-5,-5.77292e-5,4.64834e-4,cluster_1,outgroup,NA
SAMEA2661418,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_blue__4-sc-2016947,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2898569,0.0582145,23553320,5.3335,0.0255605,0.117989,-0.104609,0.00597856,-7.15001e-4,-8.97491e-4,0.0240334,-3.76284e-4,-3.34962e-4,4.06171e-4,cluster_1,outgroup,NA
SAMEA2661438,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__9-sc-2016967,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2902947,0.0583024,23553043,5.34621,0.0255388,0.119553,-0.106751,0.00620865,-7.5727e-4,-0.00341777,0.0264807,2.99056e-5,7.36838e-6,3.68882e-4,cluster_1,outgroup,NA
SAMEA2661433,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__4-sc-2016962,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2905313,0.0583499,23553719,5.97028,0.0254481,0.117914,-0.103847,0.00558202,-1.91584e-4,-0.00120177,0.0278798,8.3244200000000008e-06,4.12828e-4,8.24959e-4,cluster_1,outgroup,NA
SAMEA2661441,NA,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__12-sc-2016970,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2921420,0.0586734,23553528,6.00661,0.025544,0.113549,-0.100589,0.00613336,9.73128e-5,-4.14062e-4,0.0237056,6.59658e-4,7.58143e-5,6.66872e-4,cluster_1,outgroup,NA
SAMEA2661427,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_blue__13-sc-2016956,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2924715,0.0587396,23552947,5.39706,0.0256549,0.118186,-0.106254,0.00782945,-1.02041e-4,-1.01773e-4,0.0249292,2.2706e-4,4.48751e-4,3.45845e-4,cluster_1,outgroup,NA
SAMEA2661426,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_blue__12-sc-2016955,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2928542,0.0588164,23553496,5.45873,0.02555,0.118912,-0.10607,0.00674084,-5.13776e-4,-0.00240365,0.0286037,-1.85486e-4,-2.06152e-4,0.00130388,cluster_1,outgroup,NA
SAMEA2661429,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_blue__15-sc-2016958,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2956515,0.0593782,23553454,5.36782,0.0255954,0.118691,-0.106473,0.00641179,6.53943e-5,-8.13937e-4,0.0309192,-9.40553e-4,-1.88569e-4,9.32678e-4,cluster_1,outgroup,NA
SAMEA2661428,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_blue__14-sc-2016957,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2968141,0.0596117,23552564,5.27272,0.0256701,0.116074,-0.102832,0.00666383,-2.69813e-4,-0.00192037,0.0281499,9.92155e-4,4.91595e-4,1.19297e-4,cluster_1,outgroup,NA
SAMEA2661420,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_blue__6-sc-2016949,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2974788,0.0597452,23553249,5.13152,0.0256048,0.115183,-0.100933,0.0036665,1.07397e-4,-9.35239e-4,0.0224901,-7.03147e-4,4.9057e-4,0.00141826,cluster_1,outgroup,NA
SAMEA2661431,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__2-sc-2016960,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,2996384,0.060179,23553534,5.44355,0.025553,0.117284,-0.105168,0.00362061,-9.15453e-4,-4.6384e-4,0.0288648,-2.81346e-4,4.74202e-4,0.00100451,cluster_1,outgroup,NA
SAMN09786248,Rusizi Lake,2015-01,PRJNA485198,Astatotilapia_stappersii,female,KZE8,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3012414,0.0605009,25190285,13.9896,-0.191682,-0.00541755,-0.00374505,0.0119713,-0.201359,0.058061,-0.00168737,-0.0650028,0.0409805,-0.113967,cluster_4,outgroup,NA
SAMEA2661451,NA,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_olive__27-sc-2016980,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3016851,0.06059,23560463,6.90807,0.0280015,-0.0541093,-0.00151605,1.5013e-4,0.00100707,0.0016414,0.0159664,-8.07327e-6,1.50068e-4,1.48506e-4,cluster_3,outgroup,NA
SAMEA2661419,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_blue__5-sc-2016948,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3031259,0.0608794,23553011,5.15634,0.0254162,0.115945,-0.104093,0.00501749,-1.71245e-4,-7.38913e-4,0.0266568,9.77999e-5,7.50972e-5,5.70319e-5,cluster_1,outgroup,NA
SAMN09786242,Rusizi Lake,2015-01,PRJNA485198,Astatotilapia_stappersii,male,KZD7,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3036139,0.0609774,25192170,14.2329,-0.191664,-0.00582531,-0.00417635,0.00888432,-0.191985,0.0521493,-0.00135972,0.0126582,-0.00784901,0.249649,cluster_4,outgroup,NA
SAMEA2661435,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__6-sc-2016964,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3040650,0.061068,23553272,5.18069,0.025557,0.117002,-0.103574,0.00539535,-2.90057e-5,-0.00112861,0.0245643,1.12874e-4,-1.30161e-4,-3.32754e-4,cluster_1,outgroup,NA
SAMEA2661378,Massoko small,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_olive__8-sc-2016895,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3055796,0.0613722,23558681,4.19244,0.0277917,-0.0454174,-2.62943e-4,-0.00135897,2.18539e-4,0.00114263,-0.00501018,-1.31613e-4,4.46742e-4,-3.84925e-5,cluster_3,outgroup,NA
SAMEA2661437,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__8-sc-2016966,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3056491,0.0613862,23552576,5.21362,0.0255453,0.115386,-0.101898,0.00542137,5.20131e-4,1.13047e-4,0.0296136,-4.27185e-4,-5.6112e-4,0.00127909,cluster_1,outgroup,NA
SAMEA2661322,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__26-sc-2016839,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3062377,0.0615044,23558112,4.4276,0.027777,-0.0467162,4.33552e-4,-2.40955e-4,5.45199e-4,0.00111752,-0.00228533,3.91922e-4,-3.48348e-5,2.37389e-4,cluster_3,outgroup,NA
SAMN09786246,Rusizi Lake,2015-01,PRJNA485198,Astatotilapia_stappersii,male,KZE5,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3066705,0.0615913,25188807,13.6213,-0.192009,-0.00548486,-0.00416484,0.0088607000000000009,-0.193555,0.0604119,-0.00267025,-0.00373874,-0.073126,0.303891,cluster_4,outgroup,NA
SAMN09786230,Rusizi River,2015-01,PRJNA485198,Astatotilapia_stappersii,female,KBA6,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3083691,0.0619324,25187048,13.1403,-0.189995,-0.00408028,-0.00244563,0.00146122,0.234184,-0.119209,0.00319116,-0.149443,0.0761014,-0.294514,cluster_4,outgroup,NA
SAMEA2661436,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__7-sc-2016965,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3086085,0.0619805,23553547,5.02392,0.0256455,0.116428,-0.10255,0.00545538,-0.00100011,-0.00355313,0.0264895,2.66329e-4,6.87386e-5,-2.4694e-5,cluster_1,outgroup,NA
SAMN09786231,Rusizi River,2015-01,PRJNA485198,Astatotilapia_stappersii,male,KBD3,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3086110,0.061981,25183805,12.9372,-0.189663,-0.00447039,-0.00337335,-6.96272e-4,0.164988,-0.0673944,-0.00300988,-0.206959,0.0751687,0.33169,cluster_4,outgroup,NA
SAMN09786240,Rusizi River,2015-01,PRJNA485198,Astatotilapia_stappersii,female,KBH5,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3095386,0.0621673,25191563,13.5827,-0.191103,-0.00458475,-0.00359485,0.00336759,0.160207,-0.0950517,-0.00305293,-0.00775538,0.420085,-0.208579,cluster_4,outgroup,NA
SAMN09786232,Rusizi River,2015-01,PRJNA485198,Astatotilapia_stappersii,male,KBD7,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3096806,0.0621958,25184107,12.7773,-0.190099,-0.00456012,-0.00265362,0.00190289,0.19934,-0.0892857,6.07809e-4,-0.166019,0.0107484,-0.107279,cluster_4,outgroup,NA
SAMEA2661310,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__14-sc-2016827,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3112425,0.0625095,23558815,4.7658,0.0279966,-0.0514384,-0.00188772,5.637e-4,3.94154e-4,0.00110271,0.0101313,-3.42689e-5,1.34553e-4,8.31401e-4,cluster_3,outgroup,NA
SAMEA2661434,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__5-sc-2016963,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3115211,0.0625655,23553410,5.32997,0.0255197,0.116968,-0.102285,0.00762331,-2.49688e-4,-7.23577e-4,0.0258265,-6.1191e-4,-7.52351e-4,-6.08438e-4,cluster_1,outgroup,NA
SAMN09786233,Rusizi River,2015-01,PRJNA485198,Astatotilapia_stappersii,male,KBE1,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3125653,0.0627752,25183498,12.6114,-0.190654,-0.00482032,-0.00325088,0.00306869,0.103937,-0.0580475,0.00155412,-0.0427342,0.167698,0.0119912,cluster_4,outgroup,NA
SAMN09786250,Rusizi Lake,2015-01,PRJNA485198,Astatotilapia_stappersii,female,KZF2,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3134985,0.0629626,25186011,12.3646,-0.191084,-0.00516652,-0.00388633,0.009303,-0.188553,0.0600868,0.00238373,0.00176208,-0.0240523,-0.00682936,cluster_4,outgroup,NA
SAMEA2661442,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__13-sc-2016971,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3153486,0.0633342,23553275,5.17393,0.0256279,0.117871,-0.105521,0.00499073,-8.28758e-4,-0.0016066400000000001,0.0297379,6.54948e-5,4.2377e-4,2.63965e-4,cluster_1,outgroup,NA
SAMEA2661319,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__23-sc-2016836,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3154492,0.0633544,23558488,4.51174,0.0278227,-0.0485512,9.7278e-5,-0.00131135,0.0011439,0.00156111,-3.38484e-4,-4.34373e-4,9.34075e-4,-6.80236e-4,cluster_3,outgroup,NA
SAMEA2661321,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__25-sc-2016838,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3155409,0.0633728,23558549,4.28202,0.027791,-0.0443574,7.40697e-4,-1.23493e-4,1.83104e-4,-3.45725e-4,-0.00704179,1.64792e-4,-3.39179e-4,2.78782e-5,cluster_3,outgroup,NA
SAMEA2661446,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__17-sc-2016975,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3158346,0.0634318,23552316,5.03769,0.0257073,0.115885,-0.102812,0.00503079,1.57259e-4,1.5849e-4,0.0262975,-7.72552e-4,-2.39272e-4,4.27217e-4,cluster_1,outgroup,NA
SAMEA2661320,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__24-sc-2016837,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3180149,0.0638697,23558585,4.35412,0.0276957,-0.0445575,-3.03425e-4,-0.00106899,2.88038e-4,6.61849e-4,-0.00641462,6.295e-4,5.43929e-5,6.10958e-4,cluster_3,outgroup,NA
SAMEA2661444,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__15-sc-2016973,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3187528,0.0640179,23552941,5.13023,0.025585,0.116398,-0.102097,0.00496459,3.40806e-4,-7.12026e-4,0.0240958,2.25286e-4,3.04163e-5,-0.00100851,cluster_1,outgroup,NA
SAMN09786245,Rusizi Lake,2015-01,PRJNA485198,Astatotilapia_stappersii,male,KZE3,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3188955,0.0640465,25186207,12.4514,-0.191942,-0.00546201,-0.00427345,0.00840988,-0.214873,0.0709219,0.00154547,0.0217028,0.0267006,-0.0467433,cluster_4,outgroup,NA
SAMEA2661416,NA,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_blue__2-sc-2016945,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3192758,0.0641229,23553064,5.0111,0.025753,0.118272,-0.105887,0.00715626,-1.406e-4,-0.00140864,0.0295328,-3.15798e-4,2.13007e-4,-7.07685e-4,cluster_1,outgroup,NA
SAMEA2661443,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__14-sc-2016972,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3203160,0.0643318,23552708,5.16821,0.0254717,0.11822,-0.107168,0.00484184,-1.23651e-4,9.0702e-4,0.0300728,-2.64072e-4,-9.91049e-4,8.1508200000000007e-05,cluster_1,exclude,2
SAMN09786235,Rusizi River,2015-01,PRJNA485198,Astatotilapia_stappersii,female,KBE9,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3216456,0.0645989,25186706,11.9445,-0.190494,-0.0051599,-0.00429108,8.64802e-4,0.132957,-0.06907,0.00158011,0.0254792,0.394403,0.32012,cluster_4,outgroup,NA
SAMN09786252,Rusizi Lake,2015-01,PRJNA485198,Astatotilapia_stappersii,male,KZF4,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3230789,0.0648867,25184133,11.5374,-0.190415,-0.00496928,-0.00333645,0.00690971,-0.191443,0.0713001,9.51288e-5,0.0110683,-0.0684535,-0.182317,cluster_4,outgroup,NA
SAMEA2661318,Massoko littoral,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Massoko_littoral__22-sc-2016835,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3250092,0.0652744,23558602,4.60812,0.0279341,-0.0486762,-0.00232268,-2.87596e-4,0.00134547,0.002397,0.00520523,-2.27264e-4,5.81566e-4,-1.90233e-4,cluster_3,outgroup,NA
SAMEA2661445,Lake Itamba,NA,PRJEB1254,Astatotilapia_spp,missing,Astatotilapia__Itamba_yellow__16-sc-2016974,GCF_900246225.1,Astatotilapia_calliptera,49791212,0,3250769,0.065288,23552613,5.31439,0.0257189,0.117289,-0.104,0.00438107,-1.16427e-4,2.16072e-4,0.0274454,-6.03208e-4,-4.57296e-5,6.95873e-4,cluster_1,outgroup,NA
SAMN09786239,Rusizi River,2015-01,PRJNA485198,Astatotilapia_stappersii,female,KBH4,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3259693,0.0654672,25186856,11.5693,-0.189502,-0.00437841,-0.00196326,-0.00225311,0.175215,-0.0686041,0.00605156,0.336628,-0.263974,-0.23101,cluster_4,outgroup,NA
SAMN09786249,Rusizi Lake,2015-01,PRJNA485198,Astatotilapia_stappersii,female,KZE9,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3260143,0.0654763,25182238,12.149,-0.191381,-0.00567118,-0.00410713,0.0105747,-0.195282,0.0614407,-6.73815e-4,-0.00154172,-0.0224469,-0.0845081,cluster_4,outgroup,NA
SAMN09786247,Rusizi Lake,2015-01,PRJNA485198,Astatotilapia_stappersii,female,KZE7,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3275526,0.0657852,25184968,11.6819,-0.1915,-0.00586224,-0.00357147,0.00872345,-0.194246,0.0613005,-0.0048083,0.034798,0.084153,0.2123,cluster_4,outgroup,NA
SAMN09786234,Rusizi River,2015-01,PRJNA485198,Astatotilapia_stappersii,male,KBE7,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3286639,0.0660084,25184970,11.3398,-0.190269,-0.00469722,-0.00260655,-1.51052e-4,0.23384,-0.100904,0.00367824,-0.306153,-0.305741,0.156622,cluster_4,outgroup,NA
SAMN09786237,Rusizi River,2015-01,PRJNA485198,Astatotilapia_stappersii,male,KBG8,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3292309,0.0661223,25181686,11.3486,-0.18968,-0.0046437,-0.00262347,3.15543e-4,0.178547,-0.0904632,0.00107109,-0.103255,0.353156,-0.220052,cluster_4,outgroup,NA
SAMN09786241,Rusizi River,2015-01,PRJNA485198,Astatotilapia_stappersii,female,KBH6,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3303131,0.0663396,25184320,10.9032,-0.187867,-0.00332042,-0.00195709,-0.00654261,0.232098,-0.0750007,-0.00294814,0.507786,-0.010351,0.4007,cluster_4,outgroup,NA
SAMN09786238,Rusizi River,2015-01,PRJNA485198,Astatotilapia_stappersii,male,KBH1,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3373454,0.067752,25183996,11.0347,-0.189469,-0.00397771,-0.00212281,-0.00230384,0.207699,-0.0849466,0.00296784,0.511899,-0.25717,-0.17976,cluster_4,outgroup,NA
SAMN09786244,Rusizi Lake,2015-01,PRJNA485198,Astatotilapia_stappersii,female,KZE2,GCF_900246225.1,Haplochromis_burtoni,49791212,0,3391059,0.0681056,25178651,10.4667,-0.191003,-0.00522978,-0.00365411,0.00798558,-0.177383,0.0559089,-0.003718,0.0236617,-0.00334599,-0.170433,cluster_4,outgroup,NA
