BioProject,BioSample,Organism,sex,Submitter_Id,Location,State,Country,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJNA612146,SAMN14363426,Hippocampus_zosterae,missing,Hzt_11,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,3595003,0.020364,34826207,21.2858,0.0581707,-0.0398258,0.0424537,-0.173971,-0.00884486,0.00368711,-0.0423132,-0.0615234,0.0594936,8.53003e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363335,Hippocampus_mohnikei,missing,Hmh_15,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3618035,0.0204945,33337323,9.99766,-0.0341633,0.0194331,-0.0593946,-0.0101974,0.0362491,-0.205697,-0.0464978,0.00263707,-0.00328936,0.00183897,cluster_8,outgroup,NA
PRJNA612146,SAMN14363336,Hippocampus_mohnikei,missing,Hmh_17,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3646610,0.0206563,33319666,9.17313,-0.0337242,0.0193357,-0.0586978,-0.0102108,0.0357643,-0.20307,-0.0455262,0.00247878,-0.00337118,0.0018311,cluster_8,outgroup,NA
PRJNA612146,SAMN14363341,Hippocampus_mohnikei,missing,Hmh_25,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3664476,0.0207575,33320158,9.08954,-0.0339452,0.0194029,-0.0589785,-0.0101665,0.0356079,-0.203661,-0.045929,0.00287256,-0.00320951,0.00166183,cluster_8,outgroup,NA
PRJNA612146,SAMN14363259,Hippocampus_ingens,missing,Hig_16,Lima,NA,Peru,GCF_001891065.1,Hippocampus_comes,176537074,0,3730340,0.0211306,29621719,6.87784,0.0358497,-0.0156631,0.00852597,0.0499009,-0.0287243,0.00273325,-0.0272659,-0.0336461,-0.0145677,0.00277882,cluster_5,outgroup,NA
PRJNA612146,SAMN14363326,Hippocampus_mohnikei,missing,Hmh_3,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3731923,0.0211396,33311319,9.32365,-0.0338253,0.0191523,-0.0588358,-0.0100874,0.0357137,-0.203343,-0.0460082,0.00293013,-0.00316201,0.00184121,cluster_8,outgroup,NA
PRJNA612146,SAMN14363260,Hippocampus_ingens,missing,Hig_17,Lima,NA,Peru,GCF_001891065.1,Hippocampus_comes,176537074,0,3735040,0.0211573,29562104,8.48297,0.0363038,-0.0158091,0.00862822,0.050484,-0.0292126,0.00244636,-0.028011,-0.0341372,-0.0144911,0.00265719,cluster_5,outgroup,NA
PRJNA612146,SAMN14363329,Hippocampus_mohnikei,missing,Hmh_8,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3809863,0.0215811,33308029,9.11883,-0.0334906,0.019267,-0.058394,-0.0100862,0.0357097,-0.202449,-0.0455069,0.00282385,-0.00328315,0.00152102,cluster_8,outgroup,NA
PRJNA612146,SAMN14363332,Hippocampus_mohnikei,missing,Hmh_12,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,3840546,0.0217549,33308705,9.07375,-0.0336564,0.0191566,-0.0585313,-0.0100753,0.0356109,-0.202382,-0.0453598,0.00261175,-0.00313989,0.0016206,cluster_8,outgroup,NA
PRJNA612146,SAMN14363334,Hippocampus_mohnikei,missing,Hmh_14,Qingdao,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,4083525,0.0231313,33295215,8.48594,-0.0336446,0.0192164,-0.058752,-0.00993933,0.03579,-0.20297,-0.045714,0.00270251,-0.00356704,0.00175911,cluster_8,outgroup,NA
PRJNA612146,SAMN14363221,Hippocampus_hippocampus,missing,Hhc_16,Tunis,NA,Tunisia,GCF_001891065.1,Hippocampus_comes,176537074,0,4087016,0.023151,25978708,8.35355,0.0311889,-0.017718,0.0143191,-0.0373674,-0.00372672,4.27094e-4,0.0325468,0.0969543,-0.101933,0.00300303,cluster_4,outgroup,NA
PRJNA612146,SAMN14363433,Hippocampus_zosterae,missing,Hzt_19,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4100692,0.0232285,34750549,12.7652,0.0640796,-0.0439954,0.0458859,-0.180139,-0.0116153,0.00468835,-0.0434144,-0.0605253,0.0509786,-7.27248e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363429,Hippocampus_zosterae,missing,Hzt_14,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4107376,0.0232664,34752492,13.2914,0.0577986,-0.0397036,0.0421172,-0.172299,-0.00876649,0.00362087,-0.0417376,-0.0607015,0.0589857,-6.30298e-5,cluster_1,outgroup,NA
PRJNA612146,SAMN14363325,Hippocampus_mohnikei,missing,Hmh_1,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,4130577,0.0233978,33284436,8.0227,-0.0332902,0.0192092,-0.0580781,-0.00992647,0.0354009,-0.200451,-0.0447658,0.00273229,-0.00298877,0.00178365,cluster_8,outgroup,NA
PRJNA612146,SAMN14363431,Hippocampus_zosterae,missing,Hzt_16,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4148668,0.0235003,34755131,12.6515,0.0571946,-0.0392057,0.0417333,-0.170847,-0.00855287,0.00342569,-0.0412875,-0.0598904,0.0579481,8.79415e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363425,Hippocampus_zosterae,missing,Hzt_10,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4183722,0.0236988,34748151,12.1465,0.0574033,-0.0393745,0.0418515,-0.171718,-0.00871093,0.00363555,-0.041559,-0.0605015,0.0581234,9.0181e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363337,Hippocampus_mohnikei,missing,Hmh_19,Xiamen,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,4195739,0.0237669,33269999,8.10934,-0.033395,0.0188679,-0.0576187,-0.00998222,0.0352805,-0.198586,-0.0442658,0.00223117,-0.0032519099999999998,0.00162476,cluster_8,outgroup,NA
PRJNA612146,SAMN14363420,Hippocampus_zosterae,missing,Hzt_5,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4200443,0.0237935,34742586,12.0833,0.0574458,-0.0392571,0.0417716,-0.171205,-0.00868676,0.00375575,-0.0413957,-0.060217,0.0580029,7.36301e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363436,Hippocampus_zosterae,missing,Hzt_S2,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4201486,0.0237995,34712377,10.2749,0.0547181,-0.0372351,0.0395477,-0.161316,-0.00811146,0.0031275,-0.0379039,-0.0547772,0.0526184,8.80559e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363417,Hippocampus_zosterae,missing,Hzt_2,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4210821,0.0238523,34752861,12.3471,0.0577901,-0.0395941,0.0419468,-0.172404,-0.00882685,0.00367331,-0.041669200000000003,-0.0605873,0.058656,8.403e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363416,Hippocampus_zosterae,missing,Hzt_1,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4211467,0.023856,34746342,11.7852,0.0574376,-0.0395343,0.0420046,-0.171805,-0.00871179,0.00382603,-0.0417246,-0.0603859,0.0581458,8.48942e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363421,Hippocampus_zosterae,missing,Hzt_6,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4213198,0.0238658,34743938,12.2445,0.0575374,-0.0394374,0.0419596,-0.171655,-0.00873117,0.00355876,-0.0416883,-0.0604876,0.0582981,7.10792e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363418,Hippocampus_zosterae,missing,Hzt_3,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4229163,0.0239562,34740819,11.6966,0.0572419,-0.0392168,0.0416818,-0.170741,-0.00867305,0.00351861,-0.0410984,-0.0599263,0.0576866,0.00100185,cluster_1,outgroup,NA
PRJNA612146,SAMN14363424,Hippocampus_zosterae,missing,Hzt_9,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4288200,0.0242906,34735266,11.3937,0.0575585,-0.0394863,0.0420617,-0.171675,-0.00873669,0.00368409,-0.0413413,-0.0601375,0.0580129,8.93049e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363434,Hippocampus_zosterae,missing,Hzt_20,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4344866,0.0246116,34721559,10.9036,0.0634898,-0.0437739,0.0454358,-0.178336,-0.0112702,0.00465826,-0.0426732,-0.0595447,0.0499288,-8.94285e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363422,Hippocampus_zosterae,missing,Hzt_7,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4372534,0.0247684,34727781,11.4339,0.057767400000000003,-0.0395628,0.0420778,-0.172251,-0.00892347,0.00374002,-0.0418056,-0.0606724,0.0584571,0.00101567,cluster_1,outgroup,NA
PRJNA612146,SAMN14363419,Hippocampus_zosterae,missing,Hzt_4,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4381327,0.0248182,34723222,10.8319,0.0574592,-0.0392864,0.0419129,-0.17114,-0.0086083,0.00376174,-0.0414841,-0.0599031,0.0578174,0.00109985,cluster_1,outgroup,NA
PRJNA612146,SAMN14363427,Hippocampus_zosterae,missing,Hzt_12,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4450091,0.0252077,34717269,10.7458,0.0572188,-0.0393551,0.0417921,-0.171237,-0.00856633,0.0035401,-0.0413976,-0.0603265,0.0581472,8.56849e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363430,Hippocampus_zosterae,missing,Hzt_15,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4488184,0.0254235,34701813,9.78283,0.0563466,-0.0386249,0.0409393,-0.168037,-0.00838839,0.0033189,-0.0403227,-0.0590685,0.0567186,8.91482e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363423,Hippocampus_zosterae,missing,Hzt_8,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4490584,0.0254371,34705010,10.3252,0.0574479,-0.0395394,0.0419688,-0.171934,-0.0086633,0.00356775,-0.0416345,-0.0606479,0.0585641,9.41358e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363432,Hippocampus_zosterae,missing,Hzt_18,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4595921,0.0260337,34694130,9.75659,0.0624221,-0.0428939,0.0448205,-0.177152,-0.0110386,0.00457379,-0.0428124,-0.0601884,0.0515909,-5.5681e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363435,Hippocampus_zosterae,missing,Hzt_S1,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4626695,0.0262081,34671958,9.67225,0.0541424,-0.0367958,0.0389846,-0.159467,-0.0078556,0.00331872,-0.0372706,-0.0540041,0.0518632,0.00101148,cluster_1,outgroup,NA
PRJNA612146,SAMN14363428,Hippocampus_zosterae,missing,Hzt_13,Tampa,NA,US,GCF_001891065.1,Hippocampus_comes,176537074,0,4884088,0.0276661,34708334,12.1328,0.0564959,-0.0385596,0.0410582,-0.168248,-0.00843822,0.00344196,-0.0402437,-0.0588746,0.0566836,6.17503e-4,cluster_1,outgroup,NA
PRJNA612146,SAMN14363330,Hippocampus_mohnikei,missing,Hmh_10,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,4978280,0.0281996,33229699,6.61004,-0.0325382,0.0186729,-0.056772,-0.00967516,0.0346275,-0.195255,-0.0433339,0.0023571,-0.0031679,0.00168708,cluster_8,outgroup,NA
PRJNA612146,SAMN14363327,Hippocampus_mohnikei,missing,Hmh_5,Laizhou,NA,China,GCF_001891065.1,Hippocampus_comes,176537074,0,5003023,0.0283398,33217762,6.28314,-0.0326831,0.0186421,-0.0566157,-0.00956791,0.0347764,-0.195068,-0.0430595,0.00252355,-0.00331678,0.00170559,cluster_8,outgroup,NA
