BioProject,BioSample,Organism,Submitter_Id,sex,Locality,Country,Longitude,Latitude,Continent,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJEB22939,SAMEA104363386,Passer_italiae,NA,male,Sicily,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1096693,0.0115424,46664845,9.02132,0.0208653,-0.0441901,6.25092e-4,8.96742e-4,-6.83189e-4,6.1533e-4,-2.19953e-4,-8.23392e-4,2.56712e-4,-0.00153902,cluster_2,outgroup,NA
PRJNA255814,SAMN06619696,Passer_domesticus,8M71932,male,Løkta,Norway,~ 12° 43' 16'' E,"~ 66° 10' 51''N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1098873,0.0115653,58582250,10.6943,0.0172667,0.0649541,-0.120514,-7.10621e-4,0.00186334,0.00137195,0.00133817,0.00123357,0.00228046,0.00167154,cluster_4,ingroup,NA
PRJEB22939,SAMEA104363387,Passer_italiae,NA,male,Sicily,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1099677,0.0115738,46664147,8.58794,0.0206582,-0.044461,0.00490407,4.13941e-4,-0.00104019,2.50951e-4,-4.35096e-4,-6.21322e-4,-1.05228e-4,-2.90427e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363378,Passer_italiae,NA,male,Crete,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1123823,0.0118279,46663594,7.89811,0.0189969,0.0281026,-0.0650094,7.9607e-4,-0.00138723,-0.00262082,-0.00284249,-8.16934e-4,-0.00610253,-0.00961265,cluster_4,outgroup,NA
PRJEB22939,SAMEA104363379,Passer_italiae,NA,male,Crete,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1141896,0.0120181,46663212,7.09394,0.0187136,0.0249827,-0.0611694,8.58711e-4,-0.00114713,-0.00180499,-0.00370677,-6.63025e-4,-0.00621521,-0.0103761,cluster_4,outgroup,NA
PRJEB22939,SAMEA104363411,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1150778,0.0121116,46663576,8.59707,0.0193847,0.00425525,-0.0426416,5.08497e-4,-6.50908e-4,3.18099e-4,1.05239e-4,-0.00119948,5.77204e-4,0.00130489,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363406,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1151690,0.0121212,46663877,8.68934,0.0193193,0.00363855,-0.0470175,-6.70413e-4,-0.00128605,0.00137233,4.96076e-4,-9.18778e-4,7.12107e-4,-2.21172e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363402,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1151818,0.0121226,46663563,8.16573,0.0200163,-0.00768852,-0.0438103,3.50421e-4,-9.46685e-4,3.77456e-4,-8.48612e-4,-8.05264e-4,5.52894e-5,3.71165e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363412,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1154016,0.0121457,46663654,8.37346,0.0197314,-0.00754448,-0.0383315,0.00118988,-6.90295e-4,9.95934e-4,1.13612e-4,-1.69297e-5,0.00100686,7.89498e-4,cluster_2,outgroup,NA
PRJNA255814,SAMN06619693,Passer_domesticus,8L64869,male,Leka,Norway,~ 11° 43' 20'' E,"~ 65° 05' 28''N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1207915,0.012713,58581678,10.2747,0.0173253,0.0689017,-0.13476,-0.00149652,0.0023828,3.35069e-4,7.75549e-4,6.07977e-4,0.00201414,0.00210868,cluster_4,ingroup,NA
PRJEB22939,SAMEA104363414,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1213440,0.0127711,46663591,8.42933,0.0193392,-0.00177966,-0.0454261,8.68207e-4,-8.99247e-4,-1.42543e-4,7.47668e-4,-6.22863e-4,9.82477e-4,8.42378e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363382,Passer_italiae,NA,male,Sicily,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1214064,0.0127777,46663519,8.24911,0.0207555,-0.0440965,0.00257902,4.53852e-5,-6.01077e-4,-2.60548e-4,-2.64106e-4,-4.3202e-4,-0.00108492,-2.04387e-6,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363388,Passer_italiae,NA,male,Sicily,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1218981,0.0128294,46663058,8.0856,0.0207156,-0.0449023,0.00278219,7.44775e-4,-2.69087e-4,-9.58438e-4,-5.59991e-4,-0.00147067,6.22637e-4,-3.63416e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363383,Passer_italiae,NA,male,Sicily,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1222117,0.0128624,46663134,8.0118,0.0208421,-0.0428836,0.00346915,-3.5488e-4,-9.82523e-4,7.58465e-4,-0.0017329,1.21475e-4,0.00141598,3.33969e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363407,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1224067,0.012883,46663304,8.39168,0.0198918,-0.00962738,-0.0398584,2.55727e-4,-1.0845e-4,-5.15583e-4,-5.95729e-4,-0.00144324,8.05213e-5,0.00136768,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363403,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1230546,0.0129512,46663000,8.87256,0.0198579,-0.00952307,-0.0414469,1.79405e-4,-0.00122312,4.05373e-4,-3.76399e-4,-6.56747e-4,8.2892e-4,6.3749e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363420,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1231355,0.0129597,46663248,8.77702,0.019823,-0.00686935,-0.044416,5.12171e-4,-0.00191098,-9.74152e-4,-3.00346e-5,-4.87192e-4,0.00109858,-8.61191e-4,cluster_2,outgroup,3
PRJEB27649,SAMEA4785153,Passer_domesticus,8L52830,male,Aldra,Norway,"13° 06' 29"" E","66° 24' 03"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1237784,0.0130273,58581065,9.14166,0.0170715,0.0649124,-0.118721,-2.3413e-4,0.00154465,4.93742e-4,9.86807e-4,-1.8001e-4,-8.74086e-5,0.0031428,cluster_4,ingroup,NA
PRJEB22939,SAMEA104363405,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1238660,0.0130366,46663052,8.24306,0.0193904,9.4564e-4,-0.0518344,2.13744e-4,-0.00140642,-1.35511e-4,-3.49809e-4,-7.763e-4,0.00120346,0.00117379,cluster_2,outgroup,NA
PRJNA255814,SAMN06619692,Passer_domesticus,8L19786,male,Alta,Norway,~ 23° 29' 01'' E,"~ 69° 58' 23.''N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1241268,0.013064,58581085,10.4581,0.0171868,0.0657036,-0.116379,-6.24246e-4,8.58689e-4,9.97652e-4,0.00180382,4.84894e-4,0.00111397,0.00227164,cluster_4,ingroup,NA
PRJEB27649,SAMEA4785152,Passer_domesticus,8L19766,male,Aldra,Norway,"13° 06' 29"" E","66° 24' 03"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1243502,0.0130875,58580029,8.38223,0.0169699,0.0625883,-0.0960701,-2.3677e-4,0.00142535,9.7819e-4,2.47297e-4,-3.44912e-4,5.06917e-4,0.00230318,cluster_4,ingroup,NA
PRJEB22939,SAMEA104363413,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1244974,0.013103,46663120,8.36987,0.0193856,0.0035006,-0.0498398,6.48301e-4,-3.28891e-4,3.44669e-4,1.66432e-4,-2.58798e-4,1.98623e-4,4.63722e-4,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785154,Passer_domesticus,8N05240,male,Aldra,Norway,"13° 06' 29"" E","66° 24' 03"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1260130,0.0132625,58582017,9.2521,0.0173874,0.0622844,-0.129078,-6.39943e-4,0.00104573,0.00120804,9.41751e-4,0.00168401,0.00292508,0.00307173,cluster_4,ingroup,NA
PRJEB22939,SAMEA104363421,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1260400,0.0132654,46663091,8.19915,0.0195384,-0.00387153,-0.0386132,3.94689e-4,-0.00157247,4.98767e-4,-6.59612e-4,-9.14888e-4,5.71444e-4,2.29024e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363415,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1274373,0.0134124,46663103,8.6623,0.0200556,-0.0149253,-0.0348952,3.40172e-4,-0.0010055,-7.52426e-5,-0.00126064,-0.0015173,7.06421e-4,4.33812e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363385,Passer_italiae,NA,male,Sicily,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1283078,0.013504,46662857,7.81216,0.0207024,-0.0429014,0.0017084,2.68468e-4,-0.00166851,-3.75816e-4,-1.4631e-4,-2.82203e-4,4.89779e-4,-5.79131e-5,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363374,Passer_italiae,NA,male,Crete,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1289139,0.0135678,46662823,7.37439,0.0185955,0.0187644,-0.0556749,2.73141e-4,-0.00180857,-0.00267194,-0.0039641,-6.21216e-4,-0.00691762,-0.00846335,cluster_4,outgroup,NA
PRJEB22939,SAMEA104363409,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1292397,0.0136021,46661664,7.61447,0.0196726,-0.00359498,-0.0504241,6.95428e-5,-6.60256e-4,-7.64843e-4,4.74217e-4,-4.3388e-4,0.00103122,9.27648e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363384,Passer_italiae,NA,male,Sicily,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1294711,0.0136265,46662620,7.92611,0.0208352,-0.0430422,0.00157187,5.0255e-6,-0.00103791,-1.74569e-4,-8.3876e-4,2.88092e-5,6.92615e-4,4.86084e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363416,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1302295,0.0137063,46663170,8.36117,0.0195242,-0.0060563,-0.0423321,2.75418e-4,-0.00140389,6.6056e-4,-5.24605e-4,-7.38018e-4,5.63524e-6,-1.78125e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363410,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1316711,0.013858,46662178,8.31865,0.0194182,-0.00304476,-0.0398135,-1.91322e-4,-5.82986e-5,6.36605e-5,2.59972e-4,-4.28998e-4,4.97816e-4,7.79124e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363404,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1319274,0.013885,46662505,8.23415,0.0197159,-0.00151263,-0.0464794,6.59198e-4,-3.36433e-4,3.73121e-4,8.22272e-5,-4.89401e-4,9.04991e-4,0.00060614900000000005,cluster_2,outgroup,NA
PRJNA255814,SAMN06619699,Passer_domesticus,8N06612,male,Linesøya,Norway,~ 09° 55' 15'' E,"~ 64° 01' 40''N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1326596,0.0139621,58580665,9.56378,0.0172148,0.0628831,-0.124309,-0.00120587,7.84164e-4,0.00102515,0.00114748,6.72509e-4,2.83246e-4,0.00265212,cluster_4,ingroup,NA
PRJNA255814,SAMN06619694,Passer_domesticus,8L89915,male,Træna,Norway,~ 12° 06' 02'' E,"~ 66° 30' 04''N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1341264,0.0141164,58580951,9.86257,0.0171316,0.0654882,-0.11911,-0.00118091,6.38614e-4,-8.93618e-4,0.0014984900000000001,0.00102532,8.75971e-5,0.00329351,cluster_4,ingroup,NA
PRJEB22939,SAMEA104363393,Passer_italiae,NA,male,Malta,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1344557,0.0141511,46659766,6.86354,0.021101,-0.0463837,5.91886e-4,-2.88994e-4,-0.00207099,-8.12642e-4,-0.00133341,-0.00110829,5.44835e-4,4.51922e-5,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363380,Passer_italiae,NA,male,Crete,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1351139,0.0142204,46661265,6.50708,0.0187612,0.0266299,-0.0641119,-1.2021e-4,-0.00195157,-0.00108861,-0.00270462,-9.48965e-4,-0.00630494,-0.00977232,cluster_4,outgroup,NA
PRJNA255814,SAMN06619698,Passer_domesticus,8N05890,male,Leka,Norway,~ 11° 36' 12'' E,"~ 65° 02' 58''N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1371213,0.0144316,58581731,10.2484,0.0177243,0.0660602,-0.124127,-5.62845e-4,0.00195404,4.86241e-4,0.00211382,0.00193089,0.00181776,0.00220556,cluster_4,ingroup,NA
PRJEB22939,SAMEA104363392,Passer_italiae,NA,male,Malta,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1380010,0.0145242,46659729,6.75077,0.0207439,-0.0454161,0.00338893,0.00164826,-0.00149885,-0.00103936,-0.00112171,-5.24651e-4,1.69301e-4,-3.92614e-4,cluster_2,outgroup,NA
PRJNA255814,SAMN06619697,Passer_domesticus,8M72455,male,Kvål,Norway,~ 10° 16' 33'' E,"~ 63° 14' 12''N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1389304,0.014622,58580249,9.26417,0.0171546,0.0688824,-0.12401,-0.00131521,0.0011244,0.00153261,0.00166212,-1.7751e-4,0.00130068,0.00270045,cluster_4,ingroup,NA
PRJEB22939,SAMEA104363408,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1407427,0.0148128,46661709,7.83668,0.0199521,-0.0100606,-0.0448331,7.03256e-4,-0.00205177,1.28507e-4,0.00112309,-5.8671e-4,7.83805e-4,4.12026e-4,cluster_2,exclude,3
PRJEB22939,SAMEA104363419,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1421192,0.0149577,46661987,7.57428,0.0196162,-0.00273159,-0.0432699,2.50419e-5,-3.14696e-4,-6.28332e-4,-5.1864e-4,-2.05525e-6,8.02215e-4,8.0348e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363417,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1427109,0.0150199,46661724,8.30516,0.0196797,-0.00103515,-0.0474038,2.65844e-4,2.20055e-4,7.18426e-4,-0.00109281,1.67103e-4,0.00121392,8.18956e-4,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363418,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1481392,0.0155912,46661334,7.55388,0.0198337,-0.0128051,-0.0315342,3.89338e-4,-9.19975e-4,3.65446e-4,4.38372e-4,1.5539e-4,0.00152786,0.00138817,cluster_2,outgroup,NA
PRJEB27649,SAMEA4785151,Passer_domesticus,8934547,male,Aldra,Norway,"13° 06' 29"" E","66° 24' 03"" N",Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1650632,0.0173725,58578941,8.12512,0.0174583,0.0694371,-0.128415,-0.00274712,0.00274586,0.00187327,7.85343e-4,5.8972e-4,2.88912e-4,0.00301527,cluster_4,ingroup,NA
PRJEB22939,SAMEA104363375,Passer_italiae,NA,male,Crete,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1673187,0.0176098,46658936,6.56489,0.018625,0.0255909,-0.0624,7.8145e-4,-9.88268e-4,-0.00127956,-0.00415923,1.05442e-4,-0.00514743,-0.0102048,cluster_4,outgroup,NA
PRJEB22939,SAMEA104363422,Passer_italiae,NA,male,Corsica,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,1703605,0.01793,46661141,7.86955,0.0196304,-0.00328707,-0.0393577,5.00913e-4,-9.37008e-4,3.90006e-4,-2.01121e-4,-0.00111661,2.16667e-4,-6.26834e-5,cluster_2,outgroup,NA
PRJEB22939,SAMEA104363381,Passer_italiae,NA,male,Crete,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,2039051,0.0214605,46657179,6.20817,0.0188982,0.026994,-0.0648913,7.34223e-5,-0.00158679,-0.00309028,-0.00321783,3.01431e-4,-0.006621,-0.00994267,cluster_4,outgroup,NA
PRJEB22939,SAMEA104363376,Passer_italiae,NA,male,Crete,Italy,NA,NA,Europe,GCA_001700915.1,Passer_domesticus,95014342,0,2480631,0.026108,46656180,6.08934,0.0188578,0.0264933,-0.057745,-2.80377e-4,-0.00168191,-0.00207386,-0.00322784,-5.19718e-4,-0.00640677,-0.00900435,cluster_4,outgroup,NA
