BioProject,BioSample,Organism,sex,Submitter_Id,Lake,Sampling_Year,refGenome,refSpecies
PRJEB38173,SAMEA6815984,Amphilophus_labiatus,missing,Nic_lab_g_lip_03028,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815985,Amphilophus_labiatus,missing,Nic_lab_g_lip_03289,GL Nicaragua,2003,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815986,Amphilophus_labiatus,missing,Nic_lab_g_lip_05628,GL Nicaragua,2005,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815987,Amphilophus_labiatus,missing,Nic_lab_g_lip_13768,GL Nicaragua,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815988,Amphilophus_labiatus,missing,Nic_lab_g_lip_13769,GL Nicaragua,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815989,Amphilophus_labiatus,missing,Nic_lab_g_lip_13771,GL Nicaragua,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815990,Amphilophus_labiatus,missing,Nic_lab_g_lip_14000,GL Nicaragua,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815991,Amphilophus_labiatus,missing,Nic_lab_g_lip_14637,GL Nicaragua,2012,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815969,Amphilophus_labiatus,missing,Nic_lab_d_lip_02516,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815879,Amphilophus_labiatus,missing,Man_lab_d_lip_02404,GL Managua,2013,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815903,Amphilophus_labiatus,missing,Man_lab_g_lip_13362,GL Managua,2010,GCA_013435755.1,Amphilophus_citrinellus
PRJEB38173,SAMEA6815982,Amphilophus_labiatus,missing,Nic_lab_g_lip_02568,GL Nicaragua,2013,GCA_013435755.1,Amphilophus_citrinellus
