BioSample,refGenome
SAMN16492627,GCF_013347855.1
SAMN16492622,GCF_013347855.1
SAMN16492582,GCF_013347855.1
SAMN16492575,GCF_013347855.1
SAMN16492569,GCF_013347855.1
SAMN16492797,GCF_013347855.1
SAMN16492451,GCF_013347855.1
SAMN16492771,GCF_013347855.1
SAMN16492767,GCF_013347855.1
SAMN16492760,GCF_013347855.1
SAMN16492753,GCF_013347855.1
SAMN16492750,GCF_013347855.1
SAMN16492734,GCF_013347855.1
SAMN16492724,GCF_013347855.1
SAMN16492885,GCF_013347855.1
SAMN16492878,GCF_013347855.1
SAMN16492712,GCF_013347855.1
SAMN16492877,GCF_013347855.1
SAMN16492876,GCF_013347855.1
SAMN16492872,GCF_013347855.1
SAMN16492848,GCF_013347855.1
SAMN16492825,GCF_013347855.1
SAMN16492823,GCF_013347855.1
SAMN16492817,GCF_013347855.1
SAMN16492813,GCF_013347855.1
SAMN16492787,GCF_013347855.1
SAMN16492694,GCF_013347855.1
SAMN16492775,GCF_013347855.1
SAMN16492773,GCF_013347855.1
SAMN16492565,GCF_013347855.1
SAMN16492561,GCF_013347855.1
SAMN16492560,GCF_013347855.1
SAMN16492605,GCF_013347855.1
SAMN16492442,GCF_013347855.1
SAMN16492557,GCF_013347855.1
SAMN16492541,GCF_013347855.1
SAMN16492528,GCF_013347855.1
SAMN16492512,GCF_013347855.1
SAMN16492509,GCF_013347855.1
SAMN16492505,GCF_013347855.1
SAMN16492595,GCF_013347855.1
SAMN16492440,GCF_013347855.1
SAMN16492439,GCF_013347855.1
SAMN16492589,GCF_013347855.1
SAMN16492434,GCF_013347855.1
SAMN16492422,GCF_013347855.1
SAMN16492421,GCF_013347855.1
SAMN16492756,GCF_013347855.1
SAMN16492765,GCF_013347855.1
SAMN16492747,GCF_013347855.1
SAMN16492743,GCF_013347855.1
SAMN16492742,GCF_013347855.1
SAMN16492690,GCF_013347855.1
SAMN16492739,GCF_013347855.1
SAMN16492733,GCF_013347855.1
SAMN16492726,GCF_013347855.1
SAMN16492722,GCF_013347855.1
SAMN16492719,GCF_013347855.1
SAMN16492716,GCF_013347855.1
SAMN16492705,GCF_013347855.1
SAMN16492699,GCF_013347855.1
SAMN16492686,GCF_013347855.1
SAMN16492688,GCF_013347855.1
SAMN16492680,GCF_013347855.1
SAMN16492667,GCF_013347855.1
SAMN16492653,GCF_013347855.1
SAMN16492646,GCF_013347855.1
SAMN16492644,GCF_013347855.1
SAMN16492634,GCF_013347855.1
SAMN16492630,GCF_013347855.1
SAMN16492626,GCF_013347855.1
SAMN16492618,GCF_013347855.1
SAMN16492614,GCF_013347855.1
SAMN16492684,GCF_013347855.1
SAMN16492606,GCF_013347855.1
SAMN16492880,GCF_013347855.1
SAMN16492873,GCF_013347855.1
SAMN16492882,GCF_013347855.1
SAMN16492863,GCF_013347855.1
SAMN16492852,GCF_013347855.1
SAMN16492585,GCF_013347855.1
SAMN16492849,GCF_013347855.1
SAMN16492836,GCF_013347855.1
SAMN16492818,GCF_013347855.1
SAMN16492811,GCF_013347855.1
SAMN16492810,GCF_013347855.1
SAMN16492798,GCF_013347855.1
SAMN16492780,GCF_013347855.1
SAMN16492583,GCF_013347855.1
SAMN16492766,GCF_013347855.1
SAMN16492776,GCF_013347855.1
SAMN16492763,GCF_013347855.1
SAMN16492758,GCF_013347855.1
SAMN16492736,GCF_013347855.1
SAMN16492732,GCF_013347855.1
SAMN16492735,GCF_013347855.1
SAMN16492721,GCF_013347855.1
SAMN16492715,GCF_013347855.1
SAMN16492714,GCF_013347855.1
SAMN16492550,GCF_013347855.1
SAMN16492711,GCF_013347855.1
SAMN16492718,GCF_013347855.1
SAMN16492697,GCF_013347855.1
SAMN16492696,GCF_013347855.1
SAMN16492596,GCF_013347855.1
SAMN16492431,GCF_013347855.1
SAMN16492412,GCF_013347855.1
SAMN16492603,GCF_013347855.1
SAMN16492599,GCF_013347855.1
SAMN16492594,GCF_013347855.1
SAMN16492590,GCF_013347855.1
SAMN16492570,GCF_013347855.1
SAMN16492562,GCF_013347855.1
SAMN16492556,GCF_013347855.1
SAMN16492555,GCF_013347855.1
SAMN16492679,GCF_013347855.1
SAMN16492546,GCF_013347855.1
SAMN16492542,GCF_013347855.1
SAMN16492536,GCF_013347855.1
SAMN16492526,GCF_013347855.1
SAMN16492664,GCF_013347855.1
SAMN16492450,GCF_013347855.1
SAMN16492448,GCF_013347855.1
SAMN16492415,GCF_013347855.1
SAMN16492408,GCF_013347855.1
SAMN16492407,GCF_013347855.1
SAMN16492896,GCF_013347855.1
SAMN16492895,GCF_013347855.1
SAMN16492662,GCF_013347855.1
SAMN16492890,GCF_013347855.1
SAMN16492695,GCF_013347855.1
SAMN16492685,GCF_013347855.1
SAMN16492681,GCF_013347855.1
SAMN16492666,GCF_013347855.1
SAMN16492663,GCF_013347855.1
SAMN16492549,GCF_013347855.1
SAMN16492657,GCF_013347855.1
SAMN16492624,GCF_013347855.1
SAMN16492619,GCF_013347855.1
SAMN16492616,GCF_013347855.1
SAMN16492611,GCF_013347855.1
SAMN16492600,GCF_013347855.1
SAMN16492577,GCF_013347855.1
SAMN16492548,GCF_013347855.1
SAMN16492567,GCF_013347855.1
SAMN16492559,GCF_013347855.1
SAMN16492551,GCF_013347855.1
SAMN16492547,GCF_013347855.1
SAMN16492540,GCF_013347855.1
SAMN16492539,GCF_013347855.1
SAMN16492531,GCF_013347855.1
SAMN16492525,GCF_013347855.1
SAMN16492522,GCF_013347855.1
SAMN16492517,GCF_013347855.1
SAMN16492544,GCF_013347855.1
SAMN16492515,GCF_013347855.1
SAMN16492423,GCF_013347855.1
SAMN16492419,GCF_013347855.1
SAMN16492406,GCF_013347855.1
SAMN16492755,GCF_013347855.1
SAMN16492612,GCF_013347855.1
SAMN16492520,GCF_013347855.1
SAMN16492586,GCF_013347855.1
SAMN16492420,GCF_013347855.1
SAMN16492706,GCF_013347855.1
SAMN16492503,GCF_013347855.1
SAMN16492762,GCF_013347855.1
SAMN16492508,GCF_013347855.1
SAMN16492842,GCF_013347855.1
SAMN16492788,GCF_013347855.1
SAMN16492523,GCF_013347855.1
SAMN16492861,GCF_013347855.1
SAMN16492792,GCF_013347855.1
SAMN16492749,GCF_013347855.1
SAMN16492576,GCF_013347855.1
SAMN16492851,GCF_013347855.1
SAMN16492824,GCF_013347855.1
SAMN16492591,GCF_013347855.1
SAMN16492846,GCF_013347855.1
SAMN16492514,GCF_013347855.1
SAMN16492604,GCF_013347855.1
SAMN16492730,GCF_013347855.1
SAMN16492897,GCF_013347855.1
SAMN16492888,GCF_013347855.1
SAMN16492783,GCF_013347855.1
SAMN16492430,GCF_013347855.1
SAMN16492427,GCF_013347855.1
SAMN16492770,GCF_013347855.1
SAMN16492683,GCF_013347855.1
SAMN16492645,GCF_013347855.1
SAMN16492518,GCF_013347855.1
SAMN16492745,GCF_013347855.1
SAMN16492446,GCF_013347855.1
SAMN16492853,GCF_013347855.1
SAMN16492840,GCF_013347855.1
SAMN16492554,GCF_013347855.1
SAMN16492691,GCF_013347855.1
SAMN16492847,GCF_013347855.1
SAMN16492647,GCF_013347855.1
SAMN16492768,GCF_013347855.1
SAMN16492703,GCF_013347855.1
SAMN16492802,GCF_013347855.1
SAMN16492625,GCF_013347855.1
SAMN16492731,GCF_013347855.1
SAMN16492665,GCF_013347855.1
SAMN16492506,GCF_013347855.1
SAMN16492433,GCF_013347855.1
