BioSample,refGenome
SAMEA3638047,GCF_000247815.1
SAMEA3638036,GCF_000247815.1
SAMEA3638042,GCF_000247815.1
SAMEA3638065,GCF_000247815.1
SAMEA3638007,GCF_000247815.1
SAMEA3638064,GCF_000247815.1
SAMEA3638030,GCF_000247815.1
SAMEA3638015,GCF_000247815.1
SAMEA3637989,GCF_000247815.1
SAMEA3638006,GCF_000247815.1
SAMEA3638052,GCF_000247815.1
SAMEA3638056,GCF_000247815.1
SAMEA3638010,GCF_000247815.1
SAMEA3638049,GCF_000247815.1
