BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	Biomaterial_provider	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	collected_by	lat_lon	Specimen_voucher	sub_species
PRJNA406821	SRR6032918	WGS	300	967803600	SAMN07637272	580499290	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182925	Illumina HiSeq 2500	NSO138799040_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99423	SRP117279	Model organism or animal	female	blood	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2011-07-01	USA	North America	USA: Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.0818624516879 N 123.7369464 W	CAS:ORN:99423	caurina
PRJNA406821	SRR6032973	WGS	300	635532000	SAMN07637282	372371875	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182870	Illumina HiSeq 2500	UWBM79141_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79141	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1996-11-13	USA	North America	USA: Elger Bay Road\, Camano Island\, Island County\, Washington	S. Murphy	48.151558 N 122.472524 W	UWBM:ORN:79141	NA
PRJNA406821	SRR6032935	WGS	202	2948756610	SAMN07637301	1655909011	UNIVERSITY OF CALIFORNIA, BERKELEY	public	sra,fastq	gs,ncbi,s3	s3.us-east-1,gs.US,ncbi.public	SRX3182908	Illumina HiSeq 2500	CMCB41566_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia_varia	ILLUMINA	2019-03-25T00:00:00Z	CMC:ORNI-T:B41566	SRP117279	Model organism or animal	female	missing	not applicable	missing	Genomic Resource Collection\, Cincinnati Museum Center\, Cincinnati\, Ohio\, United States of America	2009-11-27	USA	North America	USA: 8149 Frolic\, Cincinnati\, Hamilton County\, Ohio	Cindy Alverson	39.20652 N 84.38315 W	NA	varia
PRJNA406821	SRR6032938	WGS	202	960209424	SAMN07637283	544790093	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX3182905	Illumina HiSeq 2500	UWBM91379_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91379	SRP117279	Model organism or animal	unknown	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2008-06-11	USA	North America	USA: Quentin Creek\, T15S R5E Section 4\, Linn County\, Oregon	M. Schwartz	44.2914 N 122.2166 W	UWBM:ORN:91379	caurina
PRJNA406821	SRR6033012	WGS	300	1792878600	SAMN07637314	1069868870	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.US	SRX3182952	Illumina HiSeq 2500	MEF435_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97177	SRP117279	Model organism or animal	male	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-08-03	USA	North America	USA: Chandler Glade\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California	B. Woodbridge	41.8582097222 N 122.2604588889 W	CAS:ORN:97177	NA
PRJNA406821	SRR6032970	WGS	300	307923000	SAMN07637264	189796741	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX3182873	Illumina HiSeq 2500	Hoopa20017_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97820	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-10-30	USA	North America	USA: UTM zone 10\, NAD83\, 443278E 4552069N\, Territory #2061\, Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.11967 N 123.67678 W	CAS:ORN:97820	NA
PRJNA406821	SRR6032948	WGS	300	355726200	SAMN07637268	213967905	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182895	Illumina HiSeq 2500	LCW443_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97052	SRP117279	Model organism or animal	male	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2010-08-23	USA	North America	USA: Bald Mtn Creek\, Green Diamond Resources\, Humboldt County\, California	Lowell V. Diller	40.8976875179 N 123.9200782135 W	CAS:ORN:97052	NA
PRJNA406821	SRR6032953	WGS	300	1035941100	SAMN07637292	613876891	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182890	Illumina HiSeq 2500	ZRH607_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_x_Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99320	SRP117279	Model organism or animal	female	blood	Morgan	adult	Mary Estes\, Chintimini Wildlife Center\, Oregon\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2005-12-24	USA	North America	USA: just west of Philomath\, Benton County\, Oregon	Mary Estes\, Chintimini Wildlife Center\, Oregon\, U.S.A.	44.540441 N 123.368074 W	CAS:ORN:99320	NA
PRJNA406821	SRR6032954	WGS	300	990726300	SAMN07637292	592660734	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182889	Illumina HiSeq 2500	ZRH607_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_x_Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99320	SRP117279	Model organism or animal	female	blood	Morgan	adult	Mary Estes\, Chintimini Wildlife Center\, Oregon\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2005-12-24	USA	North America	USA: just west of Philomath\, Benton County\, Oregon	Mary Estes\, Chintimini Wildlife Center\, Oregon\, U.S.A.	44.540441 N 123.368074 W	CAS:ORN:99320	NA
PRJNA406821	SRR6033004	WGS	300	656085000	SAMN07637277	386437369	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182960	Illumina HiSeq 2500	UWBM67015_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:67015	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1997-08-02	USA	North America	USA: Camano Island\, Island County\, Washington	S. Murphy	48.1914867 N 122.5151585 W	UWBM:ORN:67015	NA
