Organism	BioProject	BioSample	SampleName
Amphilophus_citrinellus	PRJEB38173	SAMEA6815715	SAMEA6815715
Amphilophus_citrinellus	PRJEB38173	SAMEA6815716	SAMEA6815716
Amphilophus_citrinellus	PRJEB38173	SAMEA6815718	SAMEA6815718
Amphilophus_citrinellus	PRJEB38173	SAMEA6815719	SAMEA6815719
Amphilophus_citrinellus	PRJEB38173	SAMEA6815720	SAMEA6815720
Amphilophus_citrinellus	PRJEB38173	SAMEA6815721	SAMEA6815721
Amphilophus_citrinellus	PRJEB38173	SAMEA6815722	SAMEA6815722
Amphilophus_citrinellus	PRJEB38173	SAMEA6815723	SAMEA6815723
Amphilophus_citrinellus	PRJEB38173	SAMEA6815724	SAMEA6815724
Amphilophus_citrinellus	PRJEB38173	SAMEA6815725	SAMEA6815725
Amphilophus_citrinellus	PRJEB38173	SAMEA6815726	SAMEA6815726
Amphilophus_citrinellus	PRJEB38173	SAMEA6815727	SAMEA6815727
Amphilophus_citrinellus	PRJEB38173	SAMEA6815728	SAMEA6815728
Amphilophus_citrinellus	PRJEB38173	SAMEA6815729	SAMEA6815729
Amphilophus_citrinellus	PRJEB38173	SAMEA6815730	SAMEA6815730
Amphilophus_citrinellus	PRJEB38173	SAMEA6815731	SAMEA6815731
Amphilophus_citrinellus	PRJEB38173	SAMEA6815732	SAMEA6815732
Amphilophus_citrinellus	PRJEB38173	SAMEA6815733	SAMEA6815733
Amphilophus_citrinellus	PRJEB38173	SAMEA6815734	SAMEA6815734
Amphilophus_citrinellus	PRJEB38173	SAMEA6815737	SAMEA6815737
Amphilophus_citrinellus	PRJEB38173	SAMEA6815738	SAMEA6815738
Amphilophus_citrinellus	PRJEB38173	SAMEA6815739	SAMEA6815739
Amphilophus_citrinellus	PRJEB38173	SAMEA6815740	SAMEA6815740
Amphilophus_citrinellus	PRJEB38173	SAMEA6815741	SAMEA6815741
Amphilophus_citrinellus	PRJEB38173	SAMEA6815742	SAMEA6815742
Amphilophus_citrinellus	PRJEB38173	SAMEA6815743	SAMEA6815743
Amphilophus_citrinellus	PRJEB38173	SAMEA6815744	SAMEA6815744
Amphilophus_citrinellus	PRJEB38173	SAMEA6815745	SAMEA6815745
Amphilophus_citrinellus	PRJEB38173	SAMEA6815746	SAMEA6815746
Amphilophus_citrinellus	PRJEB38173	SAMEA6815747	SAMEA6815747
Amphilophus_citrinellus	PRJEB38173	SAMEA6815748	SAMEA6815748
Amphilophus_citrinellus	PRJEB38173	SAMEA6815749	SAMEA6815749
Amphilophus_citrinellus	PRJEB38173	SAMEA6815750	SAMEA6815750
Amphilophus_citrinellus	PRJEB38173	SAMEA6815751	SAMEA6815751
Amphilophus_citrinellus	PRJEB38173	SAMEA6815752	SAMEA6815752
Amphilophus_citrinellus	PRJEB38173	SAMEA6815753	SAMEA6815753
Amphilophus_citrinellus	PRJEB38173	SAMEA6815754	SAMEA6815754
Amphilophus_citrinellus	PRJEB38173	SAMEA6815755	SAMEA6815755
Amphilophus_citrinellus	PRJEB38173	SAMEA6815756	SAMEA6815756
Amphilophus_citrinellus	PRJEB38173	SAMEA6815757	SAMEA6815757
Amphilophus_citrinellus	PRJEB38173	SAMEA6815758	SAMEA6815758
Amphilophus_citrinellus	PRJEB38173	SAMEA6815759	SAMEA6815759
Amphilophus_citrinellus	PRJEB38173	SAMEA6815760	SAMEA6815760
Amphilophus_citrinellus	PRJEB38173	SAMEA6815761	SAMEA6815761
Amphilophus_citrinellus	PRJEB38173	SAMEA6815762	SAMEA6815762
Amphilophus_citrinellus	PRJEB38173	SAMEA6815763	SAMEA6815763
Amphilophus_citrinellus	PRJEB38173	SAMEA6815764	SAMEA6815764
Amphilophus_citrinellus	PRJEB38173	SAMEA6815765	SAMEA6815765
Amphilophus_citrinellus	PRJEB38173	SAMEA6815766	SAMEA6815766
Amphilophus_citrinellus	PRJEB38173	SAMEA6815767	SAMEA6815767
Amphilophus_citrinellus	PRJEB38173	SAMEA6815768	SAMEA6815768
Amphilophus_citrinellus	PRJEB38173	SAMEA6815769	SAMEA6815769
Amphilophus_citrinellus	PRJEB38173	SAMEA6815770	SAMEA6815770
Amphilophus_citrinellus	PRJEB38173	SAMEA6815771	SAMEA6815771
Amphilophus_citrinellus	PRJEB38173	SAMEA6815772	SAMEA6815772
Amphilophus_citrinellus	PRJEB38173	SAMEA6815773	SAMEA6815773
Amphilophus_citrinellus	PRJEB38173	SAMEA6815775	SAMEA6815775
Amphilophus_citrinellus	PRJEB38173	SAMEA6815776	SAMEA6815776
Amphilophus_citrinellus	PRJEB38173	SAMEA6815777	SAMEA6815777
Amphilophus_citrinellus	PRJEB38173	SAMEA6815778	SAMEA6815778
Amphilophus_citrinellus	PRJEB38173	SAMEA6815779	SAMEA6815779
Amphilophus_citrinellus	PRJEB38173	SAMEA6815780	SAMEA6815780
Amphilophus_citrinellus	PRJEB38173	SAMEA6815781	SAMEA6815781
Amphilophus_citrinellus	PRJEB38173	SAMEA6815783	SAMEA6815783
Amphilophus_citrinellus	PRJEB38173	SAMEA6815785	SAMEA6815785
Amphilophus_citrinellus	PRJEB38173	SAMEA6815786	SAMEA6815786
Amphilophus_citrinellus	PRJEB38173	SAMEA6815787	SAMEA6815787
Amphilophus_citrinellus	PRJEB38173	SAMEA6815788	SAMEA6815788
Amphilophus_citrinellus	PRJEB38173	SAMEA6815789	SAMEA6815789
Amphilophus_citrinellus	PRJEB38173	SAMEA6815790	SAMEA6815790
Amphilophus_citrinellus	PRJEB38173	SAMEA6815791	SAMEA6815791
Amphilophus_citrinellus	PRJEB38173	SAMEA6815792	SAMEA6815792
Amphilophus_citrinellus	PRJEB38173	SAMEA6815793	SAMEA6815793
Amphilophus_citrinellus	PRJEB38173	SAMEA6815794	SAMEA6815794
Amphilophus_citrinellus	PRJEB38173	SAMEA6815795	SAMEA6815795
Amphilophus_citrinellus	PRJEB38173	SAMEA6815796	SAMEA6815796
Amphilophus_citrinellus	PRJEB38173	SAMEA6815797	SAMEA6815797
Amphilophus_citrinellus	PRJEB38173	SAMEA6815798	SAMEA6815798
Amphilophus_citrinellus	PRJEB38173	SAMEA6815799	SAMEA6815799
Amphilophus_citrinellus	PRJEB38173	SAMEA6815800	SAMEA6815800
Amphilophus_citrinellus	PRJEB38173	SAMEA6815801	SAMEA6815801
Amphilophus_citrinellus	PRJEB38173	SAMEA6815802	SAMEA6815802
Amphilophus_citrinellus	PRJEB38173	SAMEA6815803	SAMEA6815803
Amphilophus_citrinellus	PRJEB38173	SAMEA6815804	SAMEA6815804
Amphilophus_citrinellus	PRJEB38173	SAMEA6815805	SAMEA6815805
Amphilophus_citrinellus	PRJEB38173	SAMEA6815806	SAMEA6815806
Amphilophus_citrinellus	PRJEB38173	SAMEA6815807	SAMEA6815807
Amphilophus_citrinellus	PRJEB38173	SAMEA6815808	SAMEA6815808
Amphilophus_citrinellus	PRJEB38173	SAMEA6815809	SAMEA6815809
Amphilophus_citrinellus	PRJEB38173	SAMEA6815810	SAMEA6815810
Amphilophus_citrinellus	PRJEB38173	SAMEA6815811	SAMEA6815811
Amphilophus_citrinellus	PRJEB38173	SAMEA6815812	SAMEA6815812
Amphilophus_citrinellus	PRJEB38173	SAMEA6815813	SAMEA6815813
Amphilophus_citrinellus	PRJEB38173	SAMEA6815814	SAMEA6815814
Amphilophus_citrinellus	PRJEB38173	SAMEA6815815	SAMEA6815815
Amphilophus_citrinellus	PRJEB38173	SAMEA6815817	SAMEA6815817
Amphilophus_citrinellus	PRJEB38173	SAMEA6815818	SAMEA6815818
Amphilophus_citrinellus	PRJEB38173	SAMEA6815819	SAMEA6815819
Amphilophus_citrinellus	PRJEB38173	SAMEA6815820	SAMEA6815820
Amphilophus_citrinellus	PRJEB38173	SAMEA6815821	SAMEA6815821
Amphilophus_citrinellus	PRJEB38173	SAMEA6815822	SAMEA6815822
Amphilophus_citrinellus	PRJEB38173	SAMEA6815823	SAMEA6815823
Amphilophus_citrinellus	PRJEB38173	SAMEA6815824	SAMEA6815824
Amphilophus_citrinellus	PRJEB38173	SAMEA6815825	SAMEA6815825
Amphilophus_citrinellus	PRJEB38173	SAMEA6815826	SAMEA6815826
Amphilophus_citrinellus	PRJEB38173	SAMEA6815827	SAMEA6815827
Amphilophus_citrinellus	PRJEB38173	SAMEA6815828	SAMEA6815828
Amphilophus_citrinellus	PRJEB38173	SAMEA6815829	SAMEA6815829
Amphilophus_citrinellus	PRJEB38173	SAMEA6815830	SAMEA6815830
Amphilophus_citrinellus	PRJEB38173	SAMEA6815831	SAMEA6815831
Amphilophus_citrinellus	PRJEB38173	SAMEA6815832	SAMEA6815832
Amphilophus_citrinellus	PRJEB38173	SAMEA6815833	SAMEA6815833
Amphilophus_citrinellus	PRJEB38173	SAMEA6815834	SAMEA6815834
Amphilophus_citrinellus	PRJEB38173	SAMEA6815835	SAMEA6815835
Amphilophus_citrinellus	PRJEB38173	SAMEA6815836	SAMEA6815836
Amphilophus_citrinellus	PRJEB38173	SAMEA6815837	SAMEA6815837
Amphilophus_citrinellus	PRJEB38173	SAMEA6815838	SAMEA6815838
Amphilophus_citrinellus	PRJEB38173	SAMEA6815839	SAMEA6815839
Amphilophus_citrinellus	PRJEB38173	SAMEA6815840	SAMEA6815840
Amphilophus_citrinellus	PRJEB38173	SAMEA6815841	SAMEA6815841
Amphilophus_citrinellus	PRJEB38173	SAMEA6815843	SAMEA6815843
Amphilophus_citrinellus	PRJEB38173	SAMEA6815844	SAMEA6815844
Amphilophus_citrinellus	PRJEB38173	SAMEA6815845	SAMEA6815845
Amphilophus_citrinellus	PRJEB38173	SAMEA6815846	SAMEA6815846
Amphilophus_citrinellus	PRJEB38173	SAMEA6815847	SAMEA6815847
Amphilophus_citrinellus	PRJEB38173	SAMEA6815848	SAMEA6815848
Amphilophus_citrinellus	PRJEB38173	SAMEA6815849	SAMEA6815849
Amphilophus_citrinellus	PRJEB38173	SAMEA6815850	SAMEA6815850
Amphilophus_citrinellus	PRJEB38173	SAMEA6815851	SAMEA6815851
Amphilophus_citrinellus	PRJEB38173	SAMEA6815852	SAMEA6815852
Amphilophus_citrinellus	PRJEB38173	SAMEA6815853	SAMEA6815853
Amphilophus_citrinellus	PRJEB38173	SAMEA6815854	SAMEA6815854
Amphilophus_citrinellus	PRJEB38173	SAMEA6815855	SAMEA6815855
Amphilophus_citrinellus	PRJEB38173	SAMEA6815856	SAMEA6815856
Amphilophus_citrinellus	PRJEB38173	SAMEA6815857	SAMEA6815857
Amphilophus_citrinellus	PRJEB38173	SAMEA6815858	SAMEA6815858
Amphilophus_citrinellus	PRJEB38173	SAMEA6815859	SAMEA6815859
Amphilophus_citrinellus	PRJEB38173	SAMEA6815860	SAMEA6815860
Amphilophus_citrinellus	PRJEB38173	SAMEA6815861	SAMEA6815861
Amphilophus_citrinellus	PRJEB38173	SAMEA6815862	SAMEA6815862
Amphilophus_citrinellus	PRJEB38173	SAMEA6815863	SAMEA6815863
Amphilophus_citrinellus	PRJEB38173	SAMEA6815864	SAMEA6815864
Amphilophus_citrinellus	PRJEB38173	SAMEA6815865	SAMEA6815865
Amphilophus_citrinellus	PRJEB38173	SAMEA6815866	SAMEA6815866
Amphilophus_citrinellus	PRJEB38173	SAMEA6815867	SAMEA6815867
Amphilophus_citrinellus	PRJEB38173	SAMEA6815868	SAMEA6815868
Amphilophus_citrinellus	PRJEB38173	SAMEA6815869	SAMEA6815869
Amphilophus_citrinellus	PRJEB38173	SAMEA6815870	SAMEA6815870
Amphilophus_citrinellus	PRJEB38173	SAMEA6815871	SAMEA6815871
Amphilophus_citrinellus	PRJEB38173	SAMEA6815872	SAMEA6815872
Amphilophus_citrinellus	PRJEB38173	SAMEA6815873	SAMEA6815873
Amphilophus_citrinellus	PRJEB38173	SAMEA6815874	SAMEA6815874
Amphilophus_citrinellus	PRJEB38173	SAMEA6815875	SAMEA6815875
Amphilophus_citrinellus	PRJEB38173	SAMEA6815876	SAMEA6815876
Amphilophus_citrinellus	PRJEB38173	SAMEA6815877	SAMEA6815877
Amphilophus_citrinellus	PRJEB38173	SAMEA6815878	SAMEA6815878
Amphilophus_citrinellus	PRJEB38173	SAMEA6815880	SAMEA6815880
Amphilophus_citrinellus	PRJEB38173	SAMEA6815881	SAMEA6815881
Amphilophus_citrinellus	PRJEB38173	SAMEA6815882	SAMEA6815882
Amphilophus_citrinellus	PRJEB38173	SAMEA6815883	SAMEA6815883
Amphilophus_citrinellus	PRJEB38173	SAMEA6815884	SAMEA6815884
Amphilophus_citrinellus	PRJEB38173	SAMEA6815885	SAMEA6815885
Amphilophus_citrinellus	PRJEB38173	SAMEA6815886	SAMEA6815886
Amphilophus_citrinellus	PRJEB38173	SAMEA6815887	SAMEA6815887
Amphilophus_citrinellus	PRJEB38173	SAMEA6815888	SAMEA6815888
Amphilophus_citrinellus	PRJEB38173	SAMEA6815889	SAMEA6815889
Amphilophus_citrinellus	PRJEB38173	SAMEA6815890	SAMEA6815890
Amphilophus_citrinellus	PRJEB38173	SAMEA6815891	SAMEA6815891
Amphilophus_citrinellus	PRJEB38173	SAMEA6815892	SAMEA6815892
Amphilophus_citrinellus	PRJEB38173	SAMEA6815893	SAMEA6815893
Amphilophus_citrinellus	PRJEB38173	SAMEA6815894	SAMEA6815894
Amphilophus_citrinellus	PRJEB38173	SAMEA6815895	SAMEA6815895
Amphilophus_citrinellus	PRJEB38173	SAMEA6815896	SAMEA6815896
Amphilophus_citrinellus	PRJEB38173	SAMEA6815897	SAMEA6815897
Amphilophus_citrinellus	PRJEB38173	SAMEA6815898	SAMEA6815898
Amphilophus_citrinellus	PRJEB38173	SAMEA6815899	SAMEA6815899
Amphilophus_citrinellus	PRJEB38173	SAMEA6815900	SAMEA6815900
Amphilophus_citrinellus	PRJEB38173	SAMEA6815901	SAMEA6815901
Amphilophus_citrinellus	PRJEB38173	SAMEA6815902	SAMEA6815902
Amphilophus_citrinellus	PRJEB38173	SAMEA6815904	SAMEA6815904
Amphilophus_citrinellus	PRJEB38173	SAMEA6815905	SAMEA6815905
Amphilophus_citrinellus	PRJEB38173	SAMEA6815906	SAMEA6815906
Amphilophus_citrinellus	PRJEB38173	SAMEA6815908	SAMEA6815908
Amphilophus_citrinellus	PRJEB38173	SAMEA6815909	SAMEA6815909
Amphilophus_citrinellus	PRJEB38173	SAMEA6815910	SAMEA6815910
Amphilophus_citrinellus	PRJEB38173	SAMEA6815911	SAMEA6815911
Amphilophus_citrinellus	PRJEB38173	SAMEA6815912	SAMEA6815912
Amphilophus_citrinellus	PRJEB38173	SAMEA6815913	SAMEA6815913
Amphilophus_citrinellus	PRJEB38173	SAMEA6815914	SAMEA6815914
Amphilophus_citrinellus	PRJEB38173	SAMEA6815916	SAMEA6815916
Amphilophus_citrinellus	PRJEB38173	SAMEA6815918	SAMEA6815918
Amphilophus_citrinellus	PRJEB38173	SAMEA6815920	SAMEA6815920
Amphilophus_citrinellus	PRJEB38173	SAMEA6815921	SAMEA6815921
Amphilophus_citrinellus	PRJEB38173	SAMEA6815922	SAMEA6815922
Amphilophus_citrinellus	PRJEB38173	SAMEA6815923	SAMEA6815923
Amphilophus_citrinellus	PRJEB38173	SAMEA6815924	SAMEA6815924
Amphilophus_citrinellus	PRJEB38173	SAMEA6815925	SAMEA6815925
Amphilophus_citrinellus	PRJEB38173	SAMEA6815926	SAMEA6815926
Amphilophus_citrinellus	PRJEB38173	SAMEA6815927	SAMEA6815927
Amphilophus_citrinellus	PRJEB38173	SAMEA6815928	SAMEA6815928
Amphilophus_citrinellus	PRJEB38173	SAMEA6815929	SAMEA6815929
Amphilophus_citrinellus	PRJEB38173	SAMEA6815930	SAMEA6815930
Amphilophus_citrinellus	PRJEB38173	SAMEA6815931	SAMEA6815931
Amphilophus_citrinellus	PRJEB38173	SAMEA6815932	SAMEA6815932
Amphilophus_citrinellus	PRJEB38173	SAMEA6815934	SAMEA6815934
Amphilophus_citrinellus	PRJEB38173	SAMEA6815935	SAMEA6815935
Amphilophus_citrinellus	PRJEB38173	SAMEA6815936	SAMEA6815936
Amphilophus_citrinellus	PRJEB38173	SAMEA6815937	SAMEA6815937
Amphilophus_citrinellus	PRJEB38173	SAMEA6815938	SAMEA6815938
Amphilophus_citrinellus	PRJEB38173	SAMEA6815939	SAMEA6815939
Amphilophus_citrinellus	PRJEB38173	SAMEA6815940	SAMEA6815940
Amphilophus_citrinellus	PRJEB38173	SAMEA6815941	SAMEA6815941
Amphilophus_citrinellus	PRJEB38173	SAMEA6815942	SAMEA6815942
Amphilophus_citrinellus	PRJEB38173	SAMEA6815943	SAMEA6815943
Amphilophus_citrinellus	PRJEB38173	SAMEA6815944	SAMEA6815944
Amphilophus_citrinellus	PRJEB38173	SAMEA6815945	SAMEA6815945
Amphilophus_citrinellus	PRJEB38173	SAMEA6815946	SAMEA6815946
Amphilophus_citrinellus	PRJEB38173	SAMEA6815947	SAMEA6815947
Amphilophus_citrinellus	PRJEB38173	SAMEA6815948	SAMEA6815948
Amphilophus_citrinellus	PRJEB38173	SAMEA6815949	SAMEA6815949
Amphilophus_citrinellus	PRJEB38173	SAMEA6815950	SAMEA6815950
Amphilophus_citrinellus	PRJEB38173	SAMEA6815951	SAMEA6815951
Amphilophus_citrinellus	PRJEB38173	SAMEA6815952	SAMEA6815952
Amphilophus_citrinellus	PRJEB38173	SAMEA6815953	SAMEA6815953
Amphilophus_citrinellus	PRJEB38173	SAMEA6815954	SAMEA6815954
Amphilophus_citrinellus	PRJEB38173	SAMEA6815955	SAMEA6815955
Amphilophus_citrinellus	PRJEB38173	SAMEA6815956	SAMEA6815956
Amphilophus_citrinellus	PRJEB38173	SAMEA6815957	SAMEA6815957
Amphilophus_citrinellus	PRJEB38173	SAMEA6815958	SAMEA6815958
Amphilophus_citrinellus	PRJEB38173	SAMEA6815959	SAMEA6815959
Amphilophus_citrinellus	PRJEB38173	SAMEA6815961	SAMEA6815961
Amphilophus_citrinellus	PRJEB38173	SAMEA6815962	SAMEA6815962
Amphilophus_citrinellus	PRJEB38173	SAMEA6815963	SAMEA6815963
Amphilophus_citrinellus	PRJEB38173	SAMEA6815964	SAMEA6815964
Amphilophus_citrinellus	PRJEB38173	SAMEA6815965	SAMEA6815965
Amphilophus_citrinellus	PRJEB38173	SAMEA6815966	SAMEA6815966
Amphilophus_citrinellus	PRJEB38173	SAMEA6815967	SAMEA6815967
Amphilophus_citrinellus	PRJEB38173	SAMEA6815968	SAMEA6815968
Amphilophus_citrinellus	PRJEB38173	SAMEA6815970	SAMEA6815970
Amphilophus_citrinellus	PRJEB38173	SAMEA6815971	SAMEA6815971
Amphilophus_citrinellus	PRJEB38173	SAMEA6815972	SAMEA6815972
Amphilophus_citrinellus	PRJEB38173	SAMEA6815973	SAMEA6815973
Amphilophus_citrinellus	PRJEB38173	SAMEA6815974	SAMEA6815974
Amphilophus_citrinellus	PRJEB38173	SAMEA6815975	SAMEA6815975
Amphilophus_citrinellus	PRJEB38173	SAMEA6815976	SAMEA6815976
Amphilophus_citrinellus	PRJEB38173	SAMEA6815977	SAMEA6815977
Amphilophus_citrinellus	PRJEB38173	SAMEA6815978	SAMEA6815978
Amphilophus_citrinellus	PRJEB38173	SAMEA6815979	SAMEA6815979
Amphilophus_citrinellus	PRJEB38173	SAMEA6815980	SAMEA6815980
Amphilophus_citrinellus	PRJEB38173	SAMEA6815981	SAMEA6815981
Amphilophus_citrinellus	PRJEB38173	SAMEA6815983	SAMEA6815983
Amphilophus_citrinellus	PRJEB38173	SAMEA6815984	SAMEA6815984
Amphilophus_citrinellus	PRJEB38173	SAMEA6815985	SAMEA6815985
Amphilophus_citrinellus	PRJEB38173	SAMEA6815986	SAMEA6815986
Amphilophus_citrinellus	PRJEB38173	SAMEA6815987	SAMEA6815987
Amphilophus_citrinellus	PRJEB38173	SAMEA6815988	SAMEA6815988
Amphilophus_citrinellus	PRJEB38173	SAMEA6815989	SAMEA6815989
Amphilophus_citrinellus	PRJEB38173	SAMEA6815990	SAMEA6815990
Amphilophus_citrinellus	PRJEB38173	SAMEA6815991	SAMEA6815991
Amphilophus_citrinellus	PRJEB38173	SAMEA6815992	SAMEA6815992
Amphilophus_citrinellus	PRJEB38173	SAMEA6815993	SAMEA6815993
Amphilophus_citrinellus	PRJEB38173	SAMEA6815994	SAMEA6815994
Amphilophus_citrinellus	PRJEB38173	SAMEA6815995	SAMEA6815995
Amphilophus_citrinellus	PRJEB38173	SAMEA6815996	SAMEA6815996
Amphilophus_citrinellus	PRJEB38173	SAMEA6815997	SAMEA6815997
Amphilophus_citrinellus	PRJEB38173	SAMEA6815998	SAMEA6815998
Amphilophus_citrinellus	PRJEB38173	SAMEA6815999	SAMEA6815999
Amphilophus_citrinellus	PRJEB38173	SAMEA6816000	SAMEA6816000
Amphilophus_citrinellus	PRJEB38173	SAMEA6816001	SAMEA6816001
Amphilophus_citrinellus	PRJEB38173	SAMEA6816002	SAMEA6816002
Amphilophus_citrinellus	PRJEB38173	SAMEA6816003	SAMEA6816003
Amphilophus_citrinellus	PRJEB38173	SAMEA6816004	SAMEA6816004
Amphilophus_citrinellus	PRJEB38173	SAMEA6816006	SAMEA6816006
Amphilophus_citrinellus	PRJEB38173	SAMEA6816007	SAMEA6816007
Amphilophus_citrinellus	PRJEB38173	SAMEA6816008	SAMEA6816008
Amphilophus_citrinellus	PRJEB38173	SAMEA6816009	SAMEA6816009
Amphilophus_citrinellus	PRJEB38173	SAMEA6816010	SAMEA6816010
Amphilophus_citrinellus	PRJEB38173	SAMEA6816011	SAMEA6816011
Amphilophus_citrinellus	PRJEB38173	SAMEA6816012	SAMEA6816012
Amphilophus_citrinellus	PRJEB38173	SAMEA6816013	SAMEA6816013
Amphilophus_citrinellus	PRJEB38173	SAMEA6816014	SAMEA6816014
Amphilophus_citrinellus	PRJEB38173	SAMEA6816015	SAMEA6816015
Amphilophus_citrinellus	PRJEB38173	SAMEA6816016	SAMEA6816016
Amphilophus_citrinellus	PRJEB38173	SAMEA6816017	SAMEA6816017
Amphilophus_citrinellus	PRJEB38173	SAMEA6816018	SAMEA6816018
Amphilophus_citrinellus	PRJEB38173	SAMEA6816019	SAMEA6816019
Amphilophus_citrinellus	PRJEB38173	SAMEA6816020	SAMEA6816020
Amphilophus_citrinellus	PRJEB38173	SAMEA6816022	SAMEA6816022
Amphilophus_citrinellus	PRJEB38173	SAMEA6816023	SAMEA6816023
Amphilophus_citrinellus	PRJEB38173	SAMEA6816024	SAMEA6816024
Amphilophus_citrinellus	PRJEB38173	SAMEA6816025	SAMEA6816025
Amphilophus_citrinellus	PRJEB38173	SAMEA6816026	SAMEA6816026
Amphilophus_citrinellus	PRJEB38173	SAMEA6816028	SAMEA6816028
Amphilophus_citrinellus	PRJEB38173	SAMEA6816029	SAMEA6816029
Amphilophus_citrinellus	PRJEB38173	SAMEA6816030	SAMEA6816030
Amphilophus_citrinellus	PRJEB38173	SAMEA6816031	SAMEA6816031
Amphilophus_citrinellus	PRJEB38173	SAMEA6816032	SAMEA6816032
Amphilophus_citrinellus	PRJEB38173	SAMEA6816033	SAMEA6816033
