Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	sub_species	sample_name	ENA-FIRST-PUBLIC (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	External_Id	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Submitter_Id	common_name	lat_lon	collected_by	tissue_type	geographic_location_(region_and_locality)
ERR850066	WGS	200	6335062600	PRJEB9057	SAMEA3334584	4025659368	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930977	Illumina HiSeq 2000	DNA_547	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334584	ERP010115	missing	NA	DNA_547	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334584	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:15:42Z	public	DNA_547	rook	NA	NA	NA	NA
ERR850067	WGS	200	2930625000	PRJEB9057	SAMEA3334572	1871205393	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930978	Illumina HiSeq 2000	DNA_548	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334572	ERP010115	missing	NA	DNA_548	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334572	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:18:44Z	public	DNA_548	NA	NA	NA	NA	NA
ERR850068	WGS	200	2667606200	PRJEB9057	SAMEA3334554	1682759545	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930979	Illumina HiSeq 2000	DNA_549	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334554	ERP010115	missing	NA	DNA_549	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334554	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_549	hooded crow	NA	NA	NA	NA
ERR850069	WGS	200	8066097800	PRJEB9057	SAMEA3334573	5126467397	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930980	Illumina HiSeq 2000	DNA_550	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334573	ERP010115	missing	NA	DNA_550	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334573	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:04Z	public	DNA_550	NA	NA	NA	NA	NA
ERR850070	WGS	200	3263584400	PRJEB9057	SAMEA3334555	2033626292	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930981	Illumina HiSeq 2000	DNA_551	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334555	ERP010115	missing	NA	DNA_551	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334555	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_551	hooded crow	NA	NA	NA	NA
ERR850071	WGS	200	5775285200	PRJEB9057	SAMEA3334556	3605933760	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930982	Illumina HiSeq 2000	DNA_552	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334556	ERP010115	missing	NA	DNA_552	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334556	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_552	hooded crow	NA	NA	NA	NA
ERR850072	WGS	200	5029131400	PRJEB9057	SAMEA3334585	3142237466	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930983	Illumina HiSeq 2000	DNA_553	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334585	ERP010115	missing	NA	DNA_553	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334585	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:15:42Z	public	DNA_553	rook	NA	NA	NA	NA
ERR850073	WGS	200	15468518200	PRJEB9057	SAMEA3334574	10023043457	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930984	Illumina HiSeq 2000	DNA_554	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334574	ERP010115	missing	NA	DNA_554	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334574	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:04Z	public	DNA_554	NA	NA	NA	NA	NA
ERR850074	WGS	200	9406868400	PRJEB9057	SAMEA3334557	5871262596	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930985	Illumina HiSeq 2000	DNA_555	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334557	ERP010115	missing	NA	DNA_555	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334557	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_555	hooded crow	NA	NA	NA	NA
ERR850075	WGS	200	2761875000	PRJEB9057	SAMEA3334558	1728268508	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930986	Illumina HiSeq 2000	DNA_556	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334558	ERP010115	missing	NA	DNA_556	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334558	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_556	hooded crow	NA	NA	NA	NA
ERR850076	WGS	200	5980051600	PRJEB9057	SAMEA3334559	3762671676	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930987	Illumina HiSeq 2000	DNA_557	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334559	ERP010115	missing	NA	DNA_557	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334559	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_557	hooded crow	NA	NA	NA	NA
ERR850077	WGS	180	12223796580	PRJEB9057	SAMEA3334575	9164487868	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930988	Illumina HiSeq 2000	DNA_558	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334575	ERP010115	missing	NA	DNA_558	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334575	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:18:44Z	public	DNA_558	NA	NA	NA	NA	NA
ERR2900302	WGS	200	16708064200	PRJEB9057	SAMEA5089884	11572210417	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905211	Illumina HiSeq 2000	DNA_76	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089884	ERP010115	male	NA	IRL_Lm_H07	2018-11-15	2018-11-15	2018-11-16	2018-11-15	SAMEA5089884	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2018-11-15T17:03:12Z	2018-11-15T12:35:55Z	public	IRL_Lm_H07	hooded crow	54.313 N 5.629 W	Jochen Wolf\, Uppsala University\, Sweden (now Ludwig-Maximilians University Munich\, Germany) in co-operation with Jamie Dick from Queen's University\, Belfast\, Ireland and Chris Harrod Queen Mary University London\, U.K.	blood	Ireland\, Lough Money Farm
ERR2900303	WGS	200	19949067400	PRJEB9057	SAMEA5089885	13938773794	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905212	Illumina HiSeq 2000	DNA_131	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089885	ERP010115	female	NA	IRL_Lm_H08	2018-11-15	2018-11-15	2018-11-22	2018-11-15	SAMEA5089885	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2018-11-15T17:03:12Z	2018-11-15T12:39:57Z	public	IRL_Lm_H08	hooded crow	54.313 N 5.629 W	Jochen Wolf\, Uppsala University\, Sweden (now Ludwig-Maximilians University Munich\, Germany) in co-operation with Jamie Dick from Queen's University\, Belfast\, Ireland and Chris Harrod Queen Mary University London\, U.K.	blood	Ireland\, Lough Money Farm
ERR2900304	WGS	200	24767165000	PRJEB9057	SAMEA5089886	17909965575	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905213	Illumina HiSeq 2000	DNA_132	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089886	ERP010115	female	NA	IRL_Lm_H10	2018-11-15	2018-11-15	2018-11-16	2018-11-15	SAMEA5089886	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2018-11-15T17:03:12Z	2018-11-15T12:39:29Z	public	IRL_Lm_H10	hooded crow	54.313 N 5.629 W	Jochen Wolf\, Uppsala University\, Sweden (now Ludwig-Maximilians University Munich\, Germany) in co-operation with Jamie Dick from Queen's University\, Belfast\, Ireland and Chris Harrod Queen Mary University London\, U.K.	blood	Ireland\, Lough Money Farm
ERR2900305	WGS	200	17560347600	PRJEB9057	SAMEA5089887	12236195652	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905214	Illumina HiSeq 2000	DNA_133	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089887	ERP010115	male	NA	IRL_Lm_H12	2018-11-15	2018-11-15	2018-11-16	2018-11-15	SAMEA5089887	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2018-11-15T17:03:12Z	2018-11-15T12:38:39Z	public	IRL_Lm_H12	hooded crow	54.313 N 5.629 W	Jochen Wolf\, Uppsala University\, Sweden (now Ludwig-Maximilians University Munich\, Germany) in co-operation with Jamie Dick from Queen's University\, Belfast\, Ireland and Chris Harrod Queen Mary University London\, U.K.	blood	Ireland\, Lough Money Farm
ERR2900306	WGS	200	17682819400	PRJEB9057	SAMEA5089888	12279482127	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905215	Illumina HiSeq 2000	DNA_77	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089888	ERP010115	female	NA	IRL_Lm_H15	2018-11-15	2018-11-15	2018-11-16	2018-11-15	SAMEA5089888	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2018-11-15T17:03:12Z	2018-11-15T12:36:38Z	public	IRL_Lm_H15	hooded crow	54.313 N 5.629 W	Jochen Wolf\, Uppsala University\, Sweden (now Ludwig-Maximilians University Munich\, Germany) in co-operation with Jamie Dick from Queen's University\, Belfast\, Ireland and Chris Harrod Queen Mary University London\, U.K.	blood	Ireland\, Lough Money Farm
ERR2900307	WGS	200	15577408800	PRJEB9057	SAMEA5089889	11254239023	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905216	Illumina HiSeq 2000	DNA_134	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089889	ERP010115	male	NA	IRL_Lm_H16	2018-11-15	2018-11-15	2018-11-22	2018-11-15	SAMEA5089889	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2018-11-15T17:03:12Z	2018-11-15T12:37:22Z	public	IRL_Lm_H16	hooded crow	54.313 N 5.629 W	Jochen Wolf\, Uppsala University\, Sweden (now Ludwig-Maximilians University Munich\, Germany) in co-operation with Jamie Dick from Queen's University\, Belfast\, Ireland and Chris Harrod Queen Mary University London\, U.K.	blood	Ireland\, Lough Money Farm
ERR2900308	WGS	200	2704574800	PRJEB9057	SAMEA5089890	1973305986	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905217	Illumina HiSeq 2000	DNA_151	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089890	ERP010115	male	orientalis	RUS_Ya_O01	2018-11-15	2018-11-15	2018-11-16	2019-05-07	SAMEA5089890	LMU	Ludwig-Maximilians-University of Munich\, Germany	2018-11-15T17:03:12Z	2019-05-07T14:32:27Z	public	RUS_Ya_O01	South Asian carrion crow	62.024 N 129.724 E	Alexey Kryukov\, Institute of Biology and Soil Science\, Vladivostok\, Russia	NA	Russia\, Yakutsk
ERR2900309	WGS	200	2682303200	PRJEB9057	SAMEA5089890	1956990967	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905218	Illumina HiSeq 2000	DNA_152	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089890	ERP010115	male	orientalis	RUS_Ya_O01	2018-11-15	2018-11-15	2018-11-16	2019-05-07	SAMEA5089890	LMU	Ludwig-Maximilians-University of Munich\, Germany	2018-11-15T17:03:12Z	2019-05-07T14:32:27Z	public	RUS_Ya_O01	South Asian carrion crow	62.024 N 129.724 E	Alexey Kryukov\, Institute of Biology and Soil Science\, Vladivostok\, Russia	NA	Russia\, Yakutsk
ERR2900310	WGS	200	2759098200	PRJEB9057	SAMEA5089890	1995011166	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905219	Illumina HiSeq 2000	DNA_260	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089890	ERP010115	male	orientalis	RUS_Ya_O01	2018-11-15	2018-11-15	2018-11-16	2019-05-07	SAMEA5089890	LMU	Ludwig-Maximilians-University of Munich\, Germany	2018-11-15T17:03:12Z	2019-05-07T14:32:27Z	public	RUS_Ya_O01	South Asian carrion crow	62.024 N 129.724 E	Alexey Kryukov\, Institute of Biology and Soil Science\, Vladivostok\, Russia	NA	Russia\, Yakutsk
ERR2900311	WGS	200	2746338400	PRJEB9057	SAMEA5089890	1983612406	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905220	Illumina HiSeq 2000	DNA_261	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089890	ERP010115	male	orientalis	RUS_Ya_O01	2018-11-15	2018-11-15	2018-11-16	2019-05-07	SAMEA5089890	LMU	Ludwig-Maximilians-University of Munich\, Germany	2018-11-15T17:03:12Z	2019-05-07T14:32:27Z	public	RUS_Ya_O01	South Asian carrion crow	62.024 N 129.724 E	Alexey Kryukov\, Institute of Biology and Soil Science\, Vladivostok\, Russia	NA	Russia\, Yakutsk
ERR2900312	WGS	200	1789088600	PRJEB9057	SAMEA5089890	1284441814	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905221	Illumina HiSeq 2000	DNA_33	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089890	ERP010115	male	orientalis	RUS_Ya_O01	2018-11-15	2018-11-15	2018-11-16	2019-05-07	SAMEA5089890	LMU	Ludwig-Maximilians-University of Munich\, Germany	2018-11-15T17:03:12Z	2019-05-07T14:32:27Z	public	RUS_Ya_O01	South Asian carrion crow	62.024 N 129.724 E	Alexey Kryukov\, Institute of Biology and Soil Science\, Vladivostok\, Russia	NA	Russia\, Yakutsk
ERR2900313	WGS	199	3998063424	PRJEB9057	SAMEA5089891	3242495985	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905222	Illumina HiSeq 2000	DNA_318	PAIRED	RANDOM	GENOMIC	Corvus_pectoralis	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089891	ERP010115	female	NA	CHN_Gu_P01	2018-11-15	2018-11-15	2018-11-16	2018-11-15	SAMEA5089891	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2018-11-15T17:03:12Z	2018-11-15T12:44:40Z	public	CHN_Gu_P01	collared crow	22.758 N 108.314 E	Lei Fumin\, Chinese Academy of Sciences\, Beijing\, China	NA	China\, Guangxi
ERR2900314	WGS	199	3198414326	PRJEB9057	SAMEA5089891	2584176117	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905223	Illumina HiSeq 2000	DNA_319	PAIRED	RANDOM	GENOMIC	Corvus_pectoralis	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089891	ERP010115	female	NA	CHN_Gu_P01	2018-11-15	2018-11-15	2018-11-16	2018-11-15	SAMEA5089891	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2018-11-15T17:03:12Z	2018-11-15T12:44:40Z	public	CHN_Gu_P01	collared crow	22.758 N 108.314 E	Lei Fumin\, Chinese Academy of Sciences\, Beijing\, China	NA	China\, Guangxi
ERR2900315	WGS	199	3998181619	PRJEB9057	SAMEA5089891	3258824085	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2905224	Illumina HiSeq 2000	DNA_320	PAIRED	RANDOM	GENOMIC	Corvus_pectoralis	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089891	ERP010115	female	NA	CHN_Gu_P01	2018-11-15	2018-11-15	2018-11-16	2018-11-15	SAMEA5089891	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2018-11-15T17:03:12Z	2018-11-15T12:44:40Z	public	CHN_Gu_P01	collared crow	22.758 N 108.314 E	Lei Fumin\, Chinese Academy of Sciences\, Beijing\, China	NA	China\, Guangxi
ERR2900316	WGS	199	3198574032	PRJEB9057	SAMEA5089891	2573928644	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi	ena,gs.US,ncbi.public	ERX2905225	Illumina HiSeq 2000	DNA_321	PAIRED	RANDOM	GENOMIC	Corvus_pectoralis	ILLUMINA	2018-11-23T00:00:00Z	SAMEA5089891	ERP010115	female	NA	CHN_Gu_P01	2018-11-15	2018-11-15	2018-11-16	2018-11-15	SAMEA5089891	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2018-11-15T17:03:12Z	2018-11-15T12:44:40Z	public	CHN_Gu_P01	collared crow	22.758 N 108.314 E	Lei Fumin\, Chinese Academy of Sciences\, Beijing\, China	NA	China\, Guangxi
