Organism	BioProject	BioSample	SampleName	Sex	Isolate	Country	Continent	Locality	Ecotype
Anguilla_anguilla	PRJNA668259	SAMN16492446	AAF49	missing	AAF49	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492853	SMS11	missing	SMS11	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492840	ATU62	missing	ATU62	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492554	AI126	missing	AI126	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492691	APM24	missing	APM24	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492847	ATU69	missing	ATU69	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492647	AMAR29	missing	AMAR29	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492768	AST22	missing	AST22	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492703	APM36	missing	APM36	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492802	ATU27	missing	ATU27	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492625	ALI8	missing	ALI8	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492731	ASRI16	missing	ASRI16	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492665	AMAR45	missing	AMAR45	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492506	AES13	missing	AES13	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492433	AAF37	missing	AAF37	France	Europe	France:Arzal	AAF
